zoom,phase,beeps,score,f1,f2,f3,f4,f5,f6
False,instructional_video_0,,,0.0001,0.0007,0.0107,0.0133,0.0226,0.01
False,discussion_phase_0,,,0.1423,0.1267,0.0196,0.0472,0.0245,0.0167
False,reschu_run_0,False,11,0.0,0.0001,0.0136,0.0227,0.0246,0.0278
False,reschu_run_1,True,14,0.1571,0.0154,0.0273,0.0665,0.0001,0.0571
False,reschu_run_2,False,16,0.1211,0.0559,0.0296,0.0527,0.0046,0.0554
False,reschu_run_3,True,19,0.2817,0.0341,0.0269,0.0462,0.0,0.0452
