frame,f1,f2,f3,f4,f5,f6
1,1.23,0.31,1.55,1.77,0.38,1.18
2,1.44,0.37,1.5,2.02,0.4,1.62
3,1.58,0.41,1.65,2.03,0.46,1.81
4,1.62,0.34,1.83,1.89,0.46,1.78
5,1.55,0.37,2.04,1.77,0.44,1.79
6,1.52,0.32,2.0,1.62,0.45,1.8
7,1.36,0.29,2.19,1.56,0.42,1.83
8,1.37,0.28,2.17,1.52,0.45,1.82
9,1.24,0.32,2.36,1.53,0.38,1.83
10,1.3,0.34,2.3,1.46,0.46,1.81
11,1.34,0.33,2.27,1.33,0.47,1.8
12,1.24,0.29,2.19,1.35,0.47,1.79
13,1.07,0.36,2.11,1.28,0.34,1.75
14,1.02,0.36,2.08,1.45,0.38,1.77
15,1.09,0.28,2.34,1.37,0.4,1.76
16,1.17,0.14,2.7,1.31,0.53,1.73
17,1.16,0.03,2.96,1.17,0.57,1.91
18,1.26,0.03,2.96,1.17,0.73,2.11
19,1.27,0.0,2.83,1.26,0.77,2.23
20,1.38,0.0,2.81,1.21,0.87,2.11
21,1.34,0.0,2.85,1.17,0.79,1.9
22,1.3,0.0,2.93,1.16,0.78,1.81
23,1.15,0.04,2.98,1.19,0.67,1.69
24,1.18,0.14,2.75,1.13,0.74,1.58
25,1.23,0.2,2.6,1.0,0.79,1.49
26,1.23,0.24,2.42,0.9,0.78,1.51
27,1.12,0.32,2.3,0.93,0.68,1.57
28,1.06,0.39,2.2,0.94,0.68,1.57
29,1.09,0.31,2.25,0.91,0.72,1.46
30,1.02,0.13,2.38,0.84,0.67,1.39
31,1.12,0.0,2.49,0.79,0.73,1.29
32,1.27,0.0,2.51,0.77,0.84,1.28
33,1.42,0.0,2.56,0.81,0.93,1.22
34,1.41,0.0,2.63,0.82,0.92,1.23
35,1.19,0.0,2.76,0.82,0.79,1.2
36,1.27,0.01,2.81,0.79,0.94,1.23
37,1.32,0.01,2.86,0.82,1.0,1.3
38,1.41,0.03,2.77,0.85,1.05,1.37
39,1.34,0.01,2.69,0.87,0.95,1.41
