zoom,phase,beeps,score,f1,f2,f3,f4,f5,f6
False,instructional_video_0,,,0.0029,0.0979,0.0414,0.0166,0.0214,0.0449
False,discussion_phase_0,,,0.0005,0.1116,0.0155,0.009,0.0266,0.0259
False,reschu_run_0,False,5,0.0002,0.1015,0.0209,0.0186,0.0345,0.0335
False,reschu_run_1,True,8,0.0234,0.1383,0.0188,0.0189,0.028,0.0317
False,reschu_run_2,False,9,0.0222,0.1078,0.0238,0.0249,0.0467,0.0381
False,discussion_phase_1,,,0.0006,0.1065,0.0165,0.0136,0.0293,0.0258
