w0,w1,w2,isc
0.16847023782066742,0.22615198550603738,-0.22221076230651685,0.5360110321801947
0.07603565442207631,0.11769841432158432,0.060175109927272395,0.2718212317849656
-0.09607373941837245,0.002068155690508382,0.3023726786543609,-0.18572266728088477
0.06489561334766739,0.20826350718903022,0.21653974091962824,0.13834845121565637
0.5185262902046565,-0.6918682748769898,-0.22818169245199202,0.12153166896049757
0.10801346214161144,0.03996928379973369,0.041069285846770276,-0.11975299277998125
-0.48925251098931355,-0.20022210524213815,0.06905949330794577,0.09029028529338323
0.1325515159482973,-0.25773052410175185,-0.2152746267299798,-0.09989629605630596
0.15271522117757322,0.3603789786046372,0.5032916266479622,-0.0844254879294168
0.3186724363755401,0.31728086265997657,-0.2663530196929977,0.065883292166471
0.06500720798223796,0.05979597783616814,0.23429376174479954,-0.05088070999384461
0.06487887988419583,-0.16466259580098327,-0.32239674050357164,-0.04070157576421619
-0.46579998449300203,-0.1461583533109342,-0.15849809004352103,-0.02853246400398676
-0.23966629511441268,-0.02220644385283565,0.4189079164630008,-0.0009512162157466914
-0.028678287573327264,-0.13914481315717647,-0.11018205945547636,0.019017170196040475
0.05897319452117484,0.02991215482270808,-0.08859728060120715,0.0318576890755142
0.05386373189505046,0.038604912066016614,0.011917152107804368,0.0357878047884806
