frame,f1,f2,f3,f4,f5,f6
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.57,0.4,0.04,2.17,0.41,1.2
3,0.57,0.4,0.04,2.17,0.41,1.2
4,0.62,1.24,0.0,1.99,0.44,1.03
5,0.62,2.06,0.0,1.47,0.46,0.65
6,0.94,2.81,0.12,2.13,0.46,0.81
7,1.1,2.63,0.35,1.92,0.35,0.58
8,0.76,1.5,0.35,1.38,0.18,0.42
9,0.96,1.12,0.6,2.36,0.25,1.77
10,2.32,0.38,0.66,3.29,1.1,2.74
11,3.09,0.42,0.66,4.08,1.57,3.46
12,2.88,0.08,0.58,2.68,1.7,1.97
13,1.3,0.08,0.6,1.39,0.83,0.74
14,0.72,0.03,0.82,0.89,0.52,0.06
15,0.63,0.0,0.69,0.83,0.4,0.1
16,0.59,0.13,0.47,0.54,0.41,0.14
17,0.63,0.28,0.28,0.31,0.46,0.11
18,0.59,0.41,0.16,0.13,0.55,0.07
19,0.54,0.43,0.2,0.17,0.64,0.1
20,0.44,0.28,0.35,0.23,0.73,0.18
21,0.37,0.19,0.52,0.29,0.83,0.24
22,0.3,0.05,0.55,0.34,0.85,0.26
23,0.26,0.06,0.48,0.35,0.89,0.22
24,0.17,0.02,0.48,0.42,0.95,0.24
25,0.09,0.02,0.58,0.48,0.99,0.33
26,0.01,0.15,0.64,0.56,1.07,0.4
27,0.05,0.3,0.68,0.62,1.17,0.44
28,0.05,0.38,0.55,0.6,1.24,0.41
29,0.07,0.43,0.75,0.62,1.29,0.45
30,0.02,0.41,0.83,0.64,1.34,0.49
31,0.03,0.49,1.0,0.68,1.42,0.53
32,0.05,0.46,0.82,0.67,1.43,0.51
33,0.08,0.49,0.65,0.65,1.44,0.49
34,0.26,0.57,0.55,0.6,1.62,0.45
35,0.27,0.64,0.55,0.58,1.6,0.47
36,0.32,0.52,0.65,0.62,1.57,0.45
37,0.28,0.37,0.72,0.56,1.42,0.38
38,0.43,0.15,0.84,0.45,1.53,0.29
39,0.4,0.11,0.84,0.35,1.52,0.26
40,0.35,0.03,0.73,0.34,1.46,0.36
41,0.23,0.08,0.62,0.4,1.39,0.4
42,0.25,0.14,0.5,0.39,1.4,0.42
43,0.2,0.25,0.52,0.46,1.48,0.37
44,0.23,0.29,0.5,0.63,1.66,0.47
45,0.29,0.26,0.41,0.76,1.81,0.55
46,0.41,0.3,0.3,0.72,1.85,0.53
47,0.41,0.35,0.25,0.58,1.78,0.39
48,0.28,0.47,0.18,0.47,1.49,0.3
49,0.13,0.66,0.27,0.51,1.43,0.27
50,0.11,0.72,0.32,0.52,1.36,0.32
51,0.2,0.84,0.47,0.52,1.63,0.29
