zoom,phase,beeps,score,f1,f2,f3,f4,f5,f6
True,discussion_phase_0,,,0.0059,0.1137,0.0189,0.0145,0.2295,0.03
True,reschu_run_0,True,9,0.0028,0.0753,0.0259,0.0272,0.3204,0.0457
True,reschu_run_1,False,8,0.0047,0.0593,0.0226,0.0357,0.3459,0.0488
True,reschu_run_2,True,8,0.0105,0.0826,0.0216,0.0252,0.4421,0.0407
True,reschu_run_3,False,10,0.0168,0.0594,0.0203,0.0262,0.4266,0.0388
True,discussion_phase_1,,,0.0007,0.109,0.0198,0.0113,0.1364,0.0239
