w0,w1,w2,isc
0.6847560470495745,0.11603759060209543,-0.11842122394143532,0.36663116327157436
0.1473055174078341,0.06329218224171847,-0.2969870223816883,-0.2551788834358698
-0.12261129956180077,0.18812292649196835,0.4078314911264483,-0.14328324740537882
0.48810734462072314,0.22673865180272398,-0.017830203951369125,0.13385805079717558
0.010020493966434741,0.0122199318432079,0.18571185593714717,0.11040632439245272
0.07079793227234811,-0.22478004862817325,-0.12852343295243526,-0.0981123321314083
0.01234447369289047,0.019764774756073186,0.3327591165269017,0.07703061595386086
0.0963838584603764,-0.7703032069463642,-0.14704693191525484,-0.07864454062366473
0.32863617898880815,0.05743602961471681,0.330908351846281,-0.060981078095190294
0.051010635006336194,0.2798180887953302,-0.4683734815674797,-0.03420310885700281
-0.0312991868727723,-0.02622172742612086,-0.01313427358571015,-0.04798559482623382
-0.08344423323410634,-0.15972526845546037,-0.17474006583013052,0.053530016417359924
-0.2002906991700809,-0.12323992005953652,-0.013789352010326134,-0.00858833594780419
-0.11494911567389875,0.21269791873943575,0.3816568988914269,0.006214640241149449
0.09310909178823248,0.24827634886490413,0.09372465835556343,0.025718410718153298
-0.24591829033335405,-0.126064086738477,-0.092751788531998,0.034514748037052255
0.023489660620995872,0.07441148434186123,-0.15796230244113527,0.031190965147488984
