zoom,phase,beeps,score,f1,f2,f3,f4,f5,f6
False,instructional_video_0,,,0.0026,0.0889,0.0445,0.0368,0.0027,0.0545
False,discussion_phase_0,,,0.0004,0.0634,0.026,0.0204,0.025,0.0257
False,reschu_run_0,False,5,0.0002,0.0791,0.0277,0.0324,0.0018,0.0273
False,discussion_phase_1,,,0.0004,0.0711,0.023,0.0207,0.0225,0.0256
