frame,f1,f2,f3,f4,f5,f6
1,0.25,0.26,1.21,2.89,0.0,1.42
2,0.41,0.13,0.83,2.19,0.01,1.09
3,0.5,0.04,0.64,1.66,0.02,0.83
4,0.5,0.03,0.54,1.41,0.05,0.74
5,0.53,0.03,0.38,1.25,0.05,0.7
6,0.53,0.03,0.23,1.18,0.05,0.67
7,0.52,0.03,0.16,1.01,0.02,0.56
8,0.53,0.0,0.18,0.96,0.01,0.5
9,0.53,0.0,0.1,0.84,0.0,0.48
10,0.51,0.0,0.12,1.05,0.0,0.61
11,0.5,0.03,0.2,1.21,0.0,0.76
12,0.49,0.06,0.2,1.54,0.0,0.94
13,0.56,0.08,0.18,1.89,0.0,1.09
14,0.61,0.17,0.12,2.05,0.0,1.16
15,0.75,0.24,0.21,2.16,0.09,1.24
16,0.78,0.31,0.24,1.92,0.2,1.18
17,0.99,0.22,0.31,1.83,0.46,1.16
18,0.85,0.14,0.34,1.61,0.37,1.04
19,0.75,0.05,0.35,1.43,0.26,0.99
20,0.46,0.02,0.34,1.25,0.0,0.91
21,0.43,0.0,0.33,1.25,0.0,0.95
22,0.39,0.07,0.34,1.29,0.0,0.95
23,0.33,0.11,0.37,1.25,0.0,0.89
24,0.37,0.11,0.41,1.02,0.0,0.72
25,0.42,0.09,0.31,0.97,0.0,0.68
26,0.42,0.05,0.21,0.93,0.0,0.65
27,0.41,0.1,0.06,0.98,0.0,0.69
28,0.38,0.09,0.06,0.88,0.0,0.62
29,0.43,0.08,0.0,0.74,0.0,0.51
30,0.44,0.04,0.01,0.65,0.0,0.43
31,0.5,0.0,0.01,0.63,0.0,0.44
32,0.54,0.0,0.01,0.76,0.0,0.54
33,0.57,0.0,0.03,0.96,0.0,0.65
34,0.57,0.0,0.03,1.08,0.0,0.7
35,0.55,0.0,0.03,1.15,0.0,0.73
36,0.55,0.03,0.0,1.26,0.0,0.89
37,0.56,0.03,0.0,1.36,0.0,1.0
38,0.58,0.03,0.12,1.43,0.0,1.08
39,0.51,0.0,0.17,1.34,0.0,1.02
40,0.46,0.0,0.28,1.24,0.0,1.0
41,0.45,0.0,0.21,1.15,0.0,0.94
42,0.46,0.0,0.17,1.04,0.0,0.84
43,0.48,0.0,0.08,0.92,0.0,0.7
44,0.48,0.0,0.07,0.74,0.0,0.56
45,0.49,0.0,0.12,0.71,0.0,0.5
46,0.42,0.0,0.42,0.61,0.0,0.43
47,0.36,0.05,0.51,0.63,0.0,0.49
48,0.4,0.05,0.8,0.59,0.0,0.54
49,0.44,0.05,0.68,0.54,0.0,0.53
50,0.48,0.02,0.76,0.51,0.0,0.51
51,0.4,0.23,0.71,0.45,0.0,0.45
52,0.36,0.38,0.83,0.41,0.0,0.41
53,0.29,0.46,0.96,0.31,0.0,0.31
54,0.25,0.25,1.08,0.25,0.0,0.25
55,0.21,0.1,1.27,0.2,0.0,0.2
56,0.18,0.0,1.4,0.21,0.0,0.3
57,0.14,0.05,1.58,0.22,0.0,0.36
58,0.14,0.08,1.68,0.23,0.0,0.38
59,0.1,0.11,1.9,0.18,0.0,0.24
60,0.13,0.09,1.91,0.07,0.0,0.19
61,0.15,0.06,1.92,0.03,0.0,0.22
62,0.16,0.03,1.74,0.01,0.0,0.25
63,0.16,0.0,1.73,0.06,0.0,0.22
64,0.18,0.0,1.77,0.11,0.0,0.22
65,0.23,0.0,1.89,0.15,0.0,0.28
66,0.22,0.0,1.97,0.15,0.0,0.28
67,0.24,0.02,2.1,0.14,0.0,0.25
68,0.2,0.06,2.07,0.08,0.0,0.12
69,0.16,0.06,1.84,0.03,0.0,0.04
70,0.07,0.03,1.56,0.0,0.0,0.0
