zoom,phase,beeps,score,f1,f2,f3,f4,f5,f6
False,instructional_video_0,,,0.0008,0.0468,0.0452,0.0108,0.0586,0.0687
False,discussion_phase_0,,,0.0042,0.1047,0.018,0.019,0.0152,0.0182
False,reschu_run_0,False,6,0.0008,0.0469,0.0307,0.0375,0.0094,0.0494
False,reschu_run_1,True,14,0.0015,0.0646,0.0322,0.0402,0.0256,0.0526
False,reschu_run_2,False,27,0.0027,0.0355,0.0351,0.0431,0.0405,0.0555
False,reschu_run_3,True,24,0.0015,0.0487,0.0367,0.0461,0.0165,0.0518
False,discussion_phase_1,,,0.0008,0.0034,0.0124,0.013,0.0216,0.0182
False,reschu_run_4,False,19,0.0032,0.0466,0.034,0.0412,0.0588,0.0538
