zoom,phase,beeps,score,f1,f2,f3,f4,f5,f6
True,instructional_video_0,,,0.0315,0.0425,0.042,0.0219,0.0014,0.0544
True,discussion_phase_0,,,0.0008,0.0518,0.0219,0.025,0.0013,0.0307
True,reschu_run_0,True,15,0.2399,0.0556,0.0303,0.0042,0.0,0.0328
True,reschu_run_1,False,12,0.249,0.0394,0.0256,0.0076,0.0,0.0384
True,reschu_run_2,True,19,0.058,0.0122,0.0227,0.0067,0.0,0.0485
True,reschu_run_3,False,13,0.253,0.054,0.0326,0.0029,0.0,0.0376
True,discussion_phase_1,,,0.0018,0.0527,0.0214,0.0231,0.0013,0.0322
