w0,w1,w2,isc
0.2416501772821004,-0.029046555054948908,-0.012872525650761414,0.5228737972951525
0.0641823813497077,-0.1733111766544085,0.15920488618387818,-0.3822926526456247
0.22302526835048098,0.2391525549813873,0.43134295147053864,0.33198622139940664
-0.04117620873297999,0.13953604402808337,0.10930920279090982,-0.24022939210019706
-0.35546029248053,0.6675606470039119,-0.6078787686958229,-0.14747510804701522
-0.0815880619853097,0.1075798792360105,0.032492505774399404,0.1804207527868674
-0.05661330683801706,-0.3994113031313743,0.11932512255486598,-0.09088196195136354
-0.21111980447555953,-0.35347737668932905,0.06685790446948085,-0.07353137845555849
0.6878816488259586,-0.23191405020628794,0.21379638769755485,0.11873427863317348
0.2869967153968935,-0.2038083144479795,-0.3294553783214647,-0.04466032029344697
0.11546336542713685,-0.037343466608782565,-0.19349353819994367,-0.021713391798263863
0.07416516454897087,0.0463214447521825,-0.07403371365501464,-0.015118963025944706
-0.16970474317456824,-0.09105350552604455,0.21588952520750795,0.07405561037337818
0.05004765342061825,-0.20549157483531347,0.3215863872981317,0.010162700819462613
-0.18906740602767633,0.0014944332117624842,-0.11807249846175379,0.02684762642346342
0.24265010092472925,0.00856715905530381,0.15483517854417958,0.04872251616545777
-0.07038631056856376,0.03624451129066405,-0.0457210377974052,0.097155432440107
