zoom,phase,beeps,score,f1,f2,f3,f4,f5,f6
False,instructional_video_0,,,0.0033,0.0369,0.0534,0.034,0.0,0.0723
False,discussion_phase_0,,,0.0002,0.0969,0.0267,0.0212,0.0001,0.0116
False,reschu_run_0,False,12,0.0006,0.0515,0.033,0.0383,0.0,0.0487
False,reschu_run_1,True,9,0.0003,0.0759,0.0336,0.0416,0.0002,0.0507
False,reschu_run_2,False,19,0.0,0.0617,0.0384,0.0367,0.0002,0.0524
False,reschu_run_3,True,20,0.0001,0.0538,0.0328,0.0371,0.0,0.0556
False,discussion_phase_1,,,0.0003,0.0629,0.0221,0.021,0.0,0.0301
