frame,f1,f2,f3,f4,f5,f6
1,0.0,0.81,3.47,1.28,1.45,0.98
2,0.0,0.82,3.57,1.13,1.79,1.08
3,0.01,0.85,3.58,0.99,1.96,1.22
4,0.05,0.84,3.57,0.89,2.14,1.47
5,0.05,0.87,3.58,0.91,2.23,1.62
6,0.04,0.82,3.44,1.09,2.34,1.91
7,0.02,0.81,3.39,1.36,2.26,2.07
8,0.05,0.82,3.27,1.53,2.36,2.22
9,0.11,0.86,3.42,1.6,2.38,2.14
10,0.09,0.99,3.41,1.55,2.55,2.34
11,0.07,1.09,3.37,1.5,2.59,2.33
12,0.02,1.24,3.26,1.22,2.67,1.89
13,0.03,1.28,3.26,1.01,2.68,1.25
14,0.03,1.29,3.25,0.8,2.67,0.7
15,0.01,1.28,3.25,0.81,2.68,0.67
16,0.0,1.28,3.42,0.8,2.61,0.68
17,0.0,1.19,3.61,0.98,2.71,0.66
18,0.01,1.17,3.79,1.13,2.75,0.88
19,0.01,1.13,3.79,1.29,2.88,0.97
20,0.02,1.09,3.91,1.25,2.84,1.16
21,0.01,1.02,4.03,1.23,2.84,1.03
22,0.03,0.87,3.94,1.12,2.8,1.09
23,0.03,0.84,3.78,1.03,2.83,1.14
24,0.11,0.78,3.86,1.07,2.71,1.38
25,0.18,0.82,3.83,1.23,2.58,1.49
26,0.24,0.82,3.75,1.39,2.4,1.55
27,0.24,0.8,3.45,1.4,2.3,1.62
28,0.2,0.86,3.16,1.31,2.17,1.69
29,0.18,0.88,3.07,1.33,2.05,1.91
30,0.14,0.95,2.99,1.28,1.89,1.92
31,0.14,0.99,3.23,1.29,1.78,2.02
32,0.16,1.02,3.26,1.08,1.6,1.98
33,0.17,1.01,3.16,0.98,1.57,2.07
34,0.19,0.91,3.18,0.8,1.37,1.85
35,0.23,0.88,3.21,0.74,1.31,1.67
36,0.26,0.73,3.27,0.67,1.23,1.53
37,0.3,0.74,3.25,0.64,1.38,1.59
38,0.3,0.78,2.98,0.63,1.54,1.55
39,0.34,0.74,2.73,0.62,1.71,1.56
40,0.34,0.46,2.53,0.63,1.79,1.49
41,0.33,0.13,2.6,0.54,1.76,1.53
42,0.32,0.0,2.63,0.49,1.72,1.33
43,0.37,0.0,2.59,0.45,1.68,1.3
44,0.4,0.0,2.6,0.4,1.82,1.11
45,0.41,0.0,2.63,0.33,2.0,1.15
46,0.36,0.0,2.57,0.24,2.17,0.94
47,0.38,0.0,2.5,0.28,2.26,0.8
48,0.42,0.0,2.5,0.2,2.21,0.44
49,0.45,0.12,2.42,0.16,2.21,0.49
50,0.44,0.17,2.3,0.04,2.21,0.47
51,0.4,0.23,2.1,0.04,2.3,0.63
52,0.36,0.22,2.13,0.09,2.3,0.43
53,0.33,0.25,2.18,0.2,2.23,0.41
54,0.28,0.48,2.33,0.4,2.1,0.43
55,0.26,0.67,2.32,0.5,2.0,0.54
56,0.19,0.68,2.32,0.54,2.04,0.5
57,0.13,0.52,2.32,0.46,2.15,0.43
58,0.07,0.43,2.24,0.44,2.33,0.3
59,0.04,0.61,2.14,0.44,2.41,0.16
60,0.02,0.63,2.06,0.51,2.37,0.02
61,0.06,0.67,2.07,0.53,2.32,0.04
62,0.1,0.57,2.11,0.53,2.19,0.04
63,0.11,0.6,2.15,0.48,2.16,0.07
64,0.28,0.75,2.15,0.49,2.19,0.07
65,0.37,1.0,2.4,0.65,2.4,0.07
66,0.41,1.23,2.46,0.79,2.61,0.07
67,0.34,1.2,2.41,0.9,2.68,0.06
68,0.34,1.02,2.13,0.9,2.69,0.07
69,0.34,0.91,2.03,0.86,2.6,0.07
70,0.31,0.74,2.09,0.92,2.49,0.16
71,0.26,0.65,2.15,0.94,2.33,0.22
72,0.2,0.67,2.36,1.02,2.2,0.23
73,0.09,0.72,2.4,1.01,2.21,0.14
74,0.01,0.81,2.43,1.06,2.21,0.09
75,0.0,0.74,2.26,1.12,2.28,0.11
76,0.0,0.75,2.31,1.15,2.22,0.17
77,0.09,0.6,2.24,1.12,2.33,0.28
78,0.17,0.67,2.26,1.08,2.34,0.31
79,0.26,0.64,2.24,1.02,2.41,0.3
80,0.41,0.81,2.11,1.05,2.54,0.2
81,0.56,0.76,1.89,1.08,2.75,0.17
82,0.57,0.72,1.75,1.12,2.73,0.11
83,0.48,0.63,1.9,1.07,2.55,0.06
84,0.26,0.4,2.08,0.93,2.33,0.06
85,0.2,0.26,2.24,0.77,2.3,0.11
86,0.11,0.1,2.24,0.68,2.16,0.11
87,0.17,0.09,2.22,0.7,2.1,0.07
88,0.24,0.27,2.28,0.76,2.11,0.1
89,0.21,0.58,2.4,0.79,2.14,0.14
90,0.27,0.94,2.32,0.83,2.26,0.21
91,0.21,1.06,2.18,0.82,2.26,0.19
92,0.25,1.03,2.07,0.75,2.36,0.15
93,0.26,0.89,2.2,0.72,2.39,0.07
94,0.33,0.66,2.21,0.7,2.48,0.06
95,0.32,0.54,2.27,0.72,2.49,0.08
96,0.21,0.31,2.37,0.7,2.4,0.07
97,0.1,0.21,2.45,0.71,2.37,0.03
98,0.04,0.07,2.52,0.69,2.37,0.0
99,0.02,0.04,2.48,0.71,2.43,0.0
100,0.13,0.17,2.58,0.73,2.49,0.0
101,0.22,0.26,2.54,0.83,2.47,0.0
102,0.26,0.27,2.46,0.84,2.48,0.03
103,0.16,0.12,2.27,0.87,2.4,0.05
104,0.14,0.02,2.19,0.87,2.4,0.1
105,0.16,0.0,2.26,0.88,2.35,0.11
106,0.25,0.0,2.3,0.92,2.41,0.17
107,0.32,0.0,2.42,0.83,2.59,0.16
108,0.34,0.06,2.38,0.77,2.65,0.17
109,0.33,0.15,2.43,0.66,2.6,0.2
110,0.33,0.15,2.35,0.71,2.45,0.31
111,0.33,0.09,2.27,0.76,2.41,0.37
112,0.4,0.01,2.24,0.76,2.45,0.37
113,0.44,0.07,2.43,0.66,2.67,0.27
114,0.51,0.2,2.75,0.61,2.86,0.15
115,0.49,0.36,2.97,0.6,3.02,0.05
116,0.5,0.43,2.95,0.59,3.01,0.01
117,0.5,0.38,2.86,0.56,3.03,0.01
118,0.48,0.29,2.68,0.54,2.94,0.01
119,0.47,0.26,2.59,0.49,2.89,0.0
120,0.56,0.19,2.4,0.56,2.91,0.11
121,0.54,0.11,2.45,0.77,2.97,0.35
122,0.52,0.05,2.51,1.04,3.02,0.59
123,0.45,0.05,2.71,1.17,2.97,0.72
124,0.4,0.13,2.74,1.16,2.8,0.72
125,0.34,0.09,2.76,1.06,2.67,0.61
126,0.25,0.07,2.79,0.88,2.53,0.42
127,0.23,0.0,2.82,0.68,2.58,0.22
128,0.18,0.0,2.75,0.57,2.57,0.12
129,0.18,0.0,2.65,0.58,2.61,0.11
130,0.23,0.0,2.54,0.69,2.69,0.14
131,0.3,0.0,2.55,0.74,2.77,0.11
132,0.26,0.06,2.52,0.75,2.6,0.13
133,0.21,0.15,2.52,0.62,2.4,0.12
134,0.13,0.24,2.43,0.55,2.18,0.2
135,0.13,0.26,2.42,0.52,2.2,0.2
136,0.18,0.31,2.31,0.56,2.22,0.22
137,0.28,0.36,2.41,0.64,2.31,0.25
138,0.42,0.4,2.3,0.68,2.41,0.26
