frame,f1,f2,f3,f4,f5,f6
1,1.95,1.32,1.41,0.0,1.57,0.17
2,2.04,0.97,1.63,0.0,1.53,0.2
3,1.99,0.82,1.76,0.0,1.35,0.18
4,1.99,0.79,1.59,0.1,1.33,0.2
5,1.85,0.82,1.55,0.22,0.96,0.29
6,1.86,0.85,1.25,0.22,0.94,0.3
7,1.87,0.93,1.33,0.14,0.99,0.27
8,1.81,0.91,1.65,0.02,0.99,0.27
9,1.72,0.78,2.2,0.02,0.81,0.32
10,1.53,0.68,2.61,0.0,0.46,0.34
11,1.53,0.49,2.64,0.0,0.53,0.3
12,1.5,0.48,2.9,0.0,0.56,0.25
13,1.48,0.39,2.94,0.0,0.68,0.18
14,1.37,0.41,3.08,0.0,0.48,0.12
15,1.32,0.34,3.05,0.01,0.37,0.12
16,1.58,0.48,2.96,0.01,0.7,0.26
17,1.8,0.7,2.83,0.07,1.18,0.48
18,1.89,0.83,2.54,0.11,1.45,0.55
19,1.77,0.7,2.41,0.21,1.27,0.58
20,1.72,0.52,2.12,0.28,1.04,0.58
21,1.74,0.33,1.8,0.35,1.06,0.69
22,1.76,0.4,1.59,0.37,1.21,0.66
23,1.77,0.4,1.61,0.34,1.18,0.59
24,1.82,0.51,1.5,0.27,1.16,0.36
25,1.78,0.47,1.28,0.25,0.89,0.19
26,1.8,0.57,0.84,0.26,1.02,0.01
27,1.73,0.66,0.66,0.3,1.06,0.01
28,1.72,0.48,0.76,0.67,1.01,0.17
29,1.57,0.22,0.97,1.14,0.75,0.48
30,1.53,0.0,1.04,1.54,0.58,0.63
31,1.52,0.0,0.84,1.56,0.56,0.65
32,1.56,0.0,0.63,1.52,0.52,0.49
33,1.64,0.0,0.63,1.46,0.57,0.37
34,1.96,0.14,0.73,1.43,0.89,0.31
35,2.13,0.16,0.85,1.4,1.23,0.32
36,2.48,0.38,1.25,1.47,1.66,0.42
37,2.58,0.4,1.73,1.34,1.94,0.35
38,2.84,0.46,2.01,1.13,2.25,0.32
39,2.75,0.24,2.01,0.96,2.14,0.24
40,2.39,0.19,1.78,0.9,1.77,0.44
41,2.06,0.15,1.5,0.7,1.48,0.47
42,1.9,0.16,1.33,0.53,1.23,0.51
43,1.96,0.13,1.28,0.33,1.19,0.46
44,2.07,0.3,1.48,0.34,1.33,0.46
45,2.09,0.29,1.63,0.35,1.56,0.38
46,2.12,0.21,1.64,0.47,1.76,0.19
47,2.03,0.01,1.61,0.53,1.54,0.08
48,1.76,0.01,1.44,0.66,1.3,0.1
49,1.51,0.01,1.41,0.8,1.17,0.21
50,1.26,0.1,1.26,0.91,1.08,0.29
51,1.37,0.1,1.15,1.03,1.14,0.42
52,1.39,0.1,1.09,0.87,1.01,0.45
53,1.39,0.05,1.25,0.85,0.87,0.52
54,1.33,0.21,1.38,0.65,0.78,0.51
55,1.34,0.37,1.41,0.75,0.82,0.54
56,1.4,0.44,1.3,0.73,0.92,0.46
57,1.45,0.43,1.17,0.87,0.9,0.43
58,1.46,0.39,1.09,0.92,0.89,0.35
59,1.47,0.4,0.97,0.89,0.85,0.35
60,1.44,0.46,0.9,0.8,0.82,0.37
61,1.39,0.38,0.96,0.67,0.74,0.38
62,1.37,0.38,1.01,0.63,0.8,0.46
63,1.55,0.29,1.05,0.54,1.05,0.51
64,1.59,0.39,0.88,0.64,1.07,0.46
65,1.54,0.35,0.8,0.68,0.97,0.29
66,1.42,0.31,0.7,0.77,0.72,0.16
67,1.4,0.16,0.67,0.76,0.67,0.15
68,1.45,0.17,0.69,0.82,0.64,0.17
69,1.41,0.09,0.8,0.84,0.58,0.18
