frame,f1,f2,f3,f4,f5,f6
1,0.61,0.0,0.71,2.21,0.27,1.55
2,0.64,0.0,0.47,2.28,0.1,1.26
3,0.73,0.0,0.32,2.37,0.01,1.3
4,0.76,0.0,0.22,2.28,0.0,1.45
5,0.85,0.0,0.17,2.39,0.0,1.65
6,0.87,0.0,0.15,2.36,0.07,1.68
7,0.85,0.0,0.26,2.84,0.1,1.75
8,0.86,0.0,0.25,3.14,0.16,1.72
9,0.85,0.0,0.23,3.66,0.22,1.74
10,0.99,0.0,0.15,3.71,0.44,1.75
11,0.98,0.0,0.14,3.72,0.5,1.76
12,0.86,0.0,0.23,3.22,0.42,1.42
13,0.62,0.06,0.39,2.82,0.24,1.11
14,0.49,0.09,0.52,2.52,0.2,0.85
15,0.49,0.14,0.58,2.53,0.24,0.86
16,0.5,0.13,0.55,2.53,0.29,0.87
17,0.5,0.21,0.53,2.55,0.3,0.9
18,0.49,0.32,0.46,2.48,0.35,0.9
19,0.53,0.3,0.41,2.51,0.36,0.92
20,0.63,0.2,0.25,2.35,0.39,0.84
21,0.7,0.06,0.12,2.23,0.44,0.82
22,0.74,0.05,0.02,1.97,0.42,0.75
23,0.71,0.14,0.16,2.07,0.42,0.78
24,0.73,0.1,0.15,2.38,0.33,0.97
25,0.75,0.09,0.14,2.79,0.29,1.13
26,0.83,0.0,0.0,2.98,0.17,1.35
27,0.84,0.02,0.04,3.03,0.11,1.27
28,0.73,0.11,0.06,2.64,0.03,1.44
29,0.56,0.64,0.06,2.02,0.03,1.52
30,0.45,1.18,0.28,1.37,0.0,1.53
31,0.47,1.36,0.69,1.18,0.0,1.54
32,0.57,1.26,1.04,1.39,0.0,1.54
33,0.65,1.0,1.1,1.51,0.0,1.73
34,0.72,0.95,1.06,1.78,0.0,1.81
35,0.73,0.74,1.02,1.71,0.0,1.78
36,0.69,0.72,1.01,1.8,0.0,1.69
37,0.61,0.85,1.0,1.7,0.0,1.5
38,0.56,1.0,0.82,1.69,0.0,1.41
39,0.51,1.22,0.88,1.51,0.0,1.34
40,0.53,1.36,1.13,1.27,0.0,1.21
41,0.62,1.16,1.83,1.03,0.0,1.16
42,0.8,0.65,2.38,0.9,0.0,1.23
43,1.06,0.18,2.5,0.93,0.0,1.42
44,1.23,0.03,2.09,1.16,0.0,1.54
45,1.31,0.01,1.43,1.65,0.0,1.66
46,1.35,0.01,1.04,2.12,0.07,1.63
47,1.36,0.0,0.94,2.78,0.08,1.8
48,1.39,0.0,1.13,3.3,0.11,1.87
49,1.23,0.0,1.52,2.96,0.04,1.9
50,1.16,0.0,1.89,2.03,0.03,1.44
51,1.11,0.1,1.77,1.19,0.0,1.13
52,1.22,0.11,1.16,1.15,0.0,0.89
53,1.28,0.11,0.68,1.54,0.0,1.03
54,1.33,0.01,0.6,1.49,0.09,0.98
55,1.3,0.0,0.78,1.37,0.09,1.14
56,1.26,0.08,0.82,1.01,0.11,1.22
57,1.17,0.24,0.77,1.03,0.02,1.46
58,1.15,0.29,0.61,1.24,0.02,1.64
59,1.16,0.21,0.68,2.08,0.12,1.98
60,1.24,0.08,0.83,2.56,0.2,1.95
61,1.31,0.03,1.07,3.02,0.29,1.93
62,1.35,0.03,1.0,3.04,0.27,1.81
63,1.36,0.0,0.94,3.34,0.19,2.11
64,1.41,0.0,0.82,3.49,0.16,2.26
65,1.45,0.0,0.86,3.61,0.06,2.4
66,1.48,0.0,0.66,3.43,0.06,2.33
67,1.36,0.0,0.49,3.26,0.0,2.31
68,1.47,0.0,0.38,2.92,0.2,2.16
69,1.47,0.0,0.37,3.0,0.24,1.98
70,1.62,0.0,0.3,3.21,0.35,1.82
71,1.48,0.0,0.24,3.7,0.14,1.77
72,1.6,0.0,0.31,3.77,0.36,2.16
73,1.58,0.0,0.4,3.82,0.26,2.32
74,1.62,0.0,0.44,3.84,0.26,2.48
75,1.53,0.0,0.53,3.65,0.0,2.3
76,1.47,0.0,0.61,3.53,0.0,2.3
77,1.41,0.0,0.68,3.26,0.0,2.05
78,1.4,0.02,0.63,3.29,0.04,1.66
79,1.42,0.02,0.75,3.45,0.04,1.33
80,1.47,0.03,0.82,3.58,0.04,1.2
81,1.46,0.16,0.9,3.72,0.0,1.25
82,1.54,0.17,0.88,3.67,0.06,1.29
83,1.58,0.27,0.81,3.66,0.09,1.46
84,1.61,0.12,0.86,3.8,0.18,1.54
85,1.49,0.11,0.9,3.68,0.25,1.43
86,1.46,0.0,0.88,3.6,0.28,1.25
87,1.42,0.0,0.8,3.4,0.28,1.06
88,1.47,0.0,0.81,3.31,0.24,1.07
89,1.51,0.0,0.93,3.23,0.31,1.07
90,1.53,0.0,1.06,3.16,0.31,1.13
91,1.54,0.0,1.29,3.41,0.29,1.27
