zoom,phase,beeps,score,f1,f2,f3,f4,f5,f6
True,instructional_video_0,,,0.0004,0.0761,0.0376,0.054,0.0176,0.0483
True,discussion_phase_0,,,0.0005,0.0617,0.0205,0.0361,0.0042,0.0398
True,reschu_run_0,True,5,0.0003,0.0585,0.024,0.0351,0.0038,0.049
True,reschu_run_1,False,7,0.0002,0.071,0.0255,0.0303,0.0072,0.0413
True,reschu_run_2,True,7,0.0003,0.078,0.0224,0.0279,0.0051,0.0401
True,discussion_phase_1,,,0.0003,0.0893,0.0161,0.0201,0.0075,0.0254
