frame,f1,f2,f3,f4,f5,f6
1,1.53,1.2,0.99,1.2,1.4,0.0
2,1.62,0.97,0.75,1.57,1.28,0.0
3,1.69,0.88,0.58,1.73,1.25,0.0
4,1.67,0.81,0.54,1.86,1.14,0.02
5,1.74,0.86,0.5,2.01,1.13,0.04
6,1.69,0.72,0.55,2.11,0.99,0.05
7,1.66,0.73,0.56,2.12,0.98,0.03
8,1.6,0.66,0.57,2.12,0.87,0.01
9,1.59,0.76,0.47,2.17,0.86,0.01
10,1.61,0.83,0.46,2.17,0.88,0.01
11,1.58,0.88,0.36,2.09,0.93,0.02
12,1.48,0.71,0.4,2.09,0.91,0.01
13,1.29,0.53,0.38,2.01,0.96,0.01
14,1.15,0.37,0.45,1.99,1.0,0.0
15,1.13,0.39,0.42,1.89,1.12,0.0
16,1.17,0.64,0.49,1.88,1.08,0.0
17,1.22,0.9,0.55,1.86,1.09,0.0
18,1.28,1.13,0.58,1.83,1.08,0.0
19,1.28,1.09,0.59,1.81,1.08,0.0
20,1.31,0.9,0.6,1.85,1.03,0.01
21,1.34,0.76,0.62,1.81,0.92,0.04
22,1.34,0.65,0.64,1.77,0.8,0.06
23,1.32,0.79,0.61,1.77,0.72,0.11
24,1.54,0.74,0.5,1.94,0.81,0.12
25,1.68,0.64,0.41,2.06,0.87,0.11
26,1.88,0.48,0.36,2.12,0.96,0.08
27,1.83,0.46,0.37,2.1,0.91,0.09
28,1.83,0.44,0.29,2.12,0.91,0.08
29,1.77,0.37,0.27,2.12,0.91,0.04
30,1.76,0.31,0.23,2.11,0.95,0.0
31,1.72,0.3,0.3,2.07,0.86,0.01
32,1.66,0.23,0.31,2.04,0.74,0.01
33,1.54,0.22,0.34,1.97,0.49,0.01
34,1.5,0.22,0.31,1.91,0.39,0.0
35,1.47,0.32,0.29,1.85,0.3,0.0
36,1.57,0.57,0.29,1.94,0.6,0.0
37,1.7,0.74,0.33,2.06,0.93,0.0
38,1.85,0.79,0.38,2.16,1.33,0.02
39,1.84,0.67,0.42,2.16,1.4,0.05
40,1.78,0.68,0.35,2.06,1.46,0.05
41,1.64,0.82,0.24,1.96,1.38,0.03
42,1.56,0.87,0.12,1.86,1.32,0.0
43,1.53,0.84,0.11,1.84,1.25,0.0
44,1.49,0.73,0.13,1.87,1.17,0.0
45,1.42,0.63,0.13,1.9,1.1,0.0
46,1.34,0.42,0.23,1.96,0.96,0.0
47,1.35,0.26,0.31,1.98,0.92,0.0
48,1.44,0.13,0.36,2.04,0.95,0.01
49,1.48,0.17,0.35,2.08,1.02,0.01
50,1.53,0.17,0.32,2.11,1.06,0.01
51,1.55,0.17,0.35,2.08,1.04,0.0
52,1.55,0.17,0.29,2.13,0.89,0.0
53,1.68,0.21,0.29,2.17,0.93,0.01
54,1.67,0.23,0.26,2.21,0.87,0.03
55,1.83,0.19,0.25,2.17,1.05,0.03
56,1.84,0.17,0.21,2.2,1.02,0.04
57,2.03,0.13,0.19,2.25,1.18,0.07
58,2.07,0.14,0.24,2.28,1.18,0.09
59,2.12,0.2,0.3,2.27,1.25,0.07
60,2.0,0.41,0.41,2.22,1.28,0.03
61,1.95,0.52,0.48,2.19,1.37,0.02
62,1.89,0.48,0.53,2.13,1.4,0.0
63,1.92,0.41,0.5,2.18,1.33,0.0
64,1.99,0.35,0.65,2.2,1.24,0.03
65,2.03,0.44,0.8,2.22,1.13,0.05
66,1.94,0.31,0.94,2.16,0.94,0.05
67,1.82,0.31,0.9,2.12,0.8,0.02
68,1.76,0.19,0.84,2.11,0.76,0.0
69,1.73,0.19,0.81,2.04,0.74,0.0
70,1.67,0.15,0.83,1.97,0.65,0.0
71,1.73,0.18,0.78,1.95,0.72,0.04
72,1.74,0.39,0.64,1.98,0.8,0.04
73,1.67,0.57,0.42,1.98,0.86,0.04
74,1.52,0.73,0.26,1.93,0.81,0.0
75,1.62,0.71,0.22,1.94,0.93,0.0
76,1.77,0.72,0.29,1.9,1.12,0.0
77,1.84,0.67,0.35,1.86,1.26,0.0
78,1.69,0.71,0.45,1.82,1.11,0.03
79,1.58,0.78,0.48,1.86,0.99,0.04
80,1.51,0.82,0.51,1.89,0.85,0.1
81,1.47,0.86,0.53,1.91,0.8,0.09
82,1.43,0.84,0.61,1.9,0.72,0.07
83,1.35,0.84,0.61,1.9,0.68,0.02
84,1.34,0.63,0.49,2.02,0.7,0.07
85,1.4,0.46,0.39,2.13,0.76,0.14
86,1.36,0.41,0.27,2.26,0.7,0.21
87,1.33,0.53,0.26,2.22,0.66,0.21
88,1.23,0.42,0.34,2.17,0.58,0.17
89,1.21,0.3,0.41,2.09,0.59,0.11
90,1.18,0.13,0.48,2.05,0.57,0.07
91,1.18,0.15,0.41,2.01,0.51,0.06
92,1.18,0.16,0.33,2.01,0.47,0.07
93,1.17,0.12,0.3,2.02,0.45,0.05
94,1.16,0.15,0.29,1.99,0.48,0.03
95,1.18,0.15,0.35,1.97,0.54,0.01
96,1.18,0.27,0.34,1.84,0.69,0.01
97,1.18,0.33,0.33,1.76,0.83,0.01
98,1.21,0.4,0.31,1.68,0.92,0.01
99,1.26,0.42,0.33,1.7,0.86,0.02
100,1.26,0.41,0.44,1.82,0.82,0.06
101,1.21,0.34,0.52,1.88,0.82,0.08
102,1.17,0.27,0.59,1.96,0.82,0.11
103,1.21,0.37,0.47,1.99,0.87,0.09
104,1.25,0.43,0.37,2.01,0.9,0.06
105,1.3,0.53,0.29,2.02,0.95,0.02
106,1.36,0.5,0.3,2.02,1.02,0.01
107,1.44,0.51,0.33,2.03,1.08,0.01
108,1.54,0.36,0.34,1.98,1.05,0.0
109,1.6,0.21,0.38,1.91,0.98,0.0
110,1.63,0.04,0.44,1.83,0.91,0.0
111,1.59,0.04,0.48,1.91,0.86,0.0
112,1.53,0.29,0.52,2.18,0.95,0.04
113,1.5,0.61,0.55,2.43,1.1,0.1
114,1.6,0.87,0.56,2.53,1.49,0.15
115,1.57,0.93,0.56,2.46,1.61,0.16
116,1.47,0.86,0.47,2.43,1.61,0.2
117,1.31,0.77,0.38,2.4,1.45,0.21
118,1.28,0.7,0.28,2.38,1.41,0.22
119,1.34,0.66,0.21,2.39,1.45,0.18
120,1.6,0.45,0.21,2.33,1.66,0.17
121,1.86,0.27,0.24,2.24,1.89,0.16
122,2.05,0.2,0.29,2.16,2.06,0.13
123,1.98,0.21,0.31,2.17,1.84,0.12
124,1.72,0.3,0.4,2.15,1.48,0.06
125,1.44,0.4,0.5,2.1,1.07,0.03
126,1.38,0.6,0.47,2.09,1.1,0.06
127,1.52,0.66,0.37,2.08,1.25,0.12
128,1.67,0.58,0.36,2.08,1.44,0.16
129,1.61,0.48,0.45,2.04,1.38,0.13
130,1.55,0.46,0.52,2.05,1.35,0.08
131,1.55,0.51,0.52,2.04,1.45,0.1
132,1.57,0.49,0.41,1.99,1.44,0.11
133,1.57,0.45,0.35,1.96,1.37,0.09
134,1.4,0.42,0.27,1.98,1.11,0.03
135,1.34,0.46,0.31,2.04,1.05,0.0
136,1.5,0.52,0.26,2.03,1.16,0.1
137,1.78,0.56,0.22,1.97,1.34,0.19
138,1.98,0.61,0.17,1.92,1.44,0.28
139,2.01,0.46,0.18,1.98,1.51,0.27
140,2.02,0.33,0.15,2.06,1.58,0.26
141,1.93,0.26,0.19,2.17,1.55,0.22
142,1.87,0.32,0.2,2.23,1.52,0.17
143,1.71,0.33,0.23,2.26,1.3,0.16
144,1.55,0.35,0.36,2.14,1.05,0.19
145,1.35,0.31,0.44,2.02,0.78,0.21
146,1.24,0.32,0.51,1.94,0.68,0.22
147,1.24,0.3,0.44,1.99,0.72,0.21
148,1.31,0.51,0.49,2.13,0.72,0.27
149,1.39,0.66,0.56,2.23,0.74,0.3
150,1.53,0.85,0.68,2.32,0.82,0.36
151,1.6,0.82,0.64,2.21,0.91,0.32
152,1.63,0.72,0.61,2.09,0.97,0.27
153,1.67,0.74,0.47,2.1,1.08,0.34
154,1.72,0.74,0.47,2.16,1.22,0.41
155,1.75,0.82,0.43,2.2,1.33,0.48
156,1.69,0.73,0.44,2.11,1.09,0.34
157,1.62,0.71,0.47,2.05,0.88,0.25
158,1.61,0.71,0.47,1.99,0.66,0.18
159,1.63,0.66,0.45,1.98,0.66,0.22
160,1.72,0.47,0.42,2.07,0.88,0.25
161,1.81,0.3,0.46,2.12,1.18,0.28
162,1.94,0.15,0.51,2.19,1.56,0.31
163,1.96,0.12,0.57,2.14,1.65,0.33
164,1.87,0.19,0.52,2.19,1.57,0.4
165,1.76,0.25,0.47,2.2,1.46,0.42
166,1.63,0.3,0.32,2.23,1.26,0.4
167,1.61,0.25,0.24,2.23,1.18,0.32
168,1.53,0.25,0.31,2.23,1.13,0.29
169,1.53,0.26,0.47,2.18,1.26,0.28
170,1.48,0.28,0.66,2.15,1.34,0.27
171,1.48,0.27,0.68,2.11,1.41,0.24
172,1.44,0.33,0.8,2.05,1.44,0.24
173,1.47,0.38,0.83,2.04,1.49,0.28
174,1.45,0.41,0.9,2.04,1.48,0.31
175,1.44,0.33,0.85,2.11,1.43,0.34
176,1.53,0.4,0.83,2.07,1.51,0.36
177,1.6,0.47,0.8,2.05,1.58,0.4
178,1.68,0.52,0.75,1.95,1.62,0.32
179,1.71,0.46,0.74,1.86,1.62,0.2
180,1.58,0.57,0.61,1.88,1.45,0.11
181,1.47,0.58,0.51,1.86,1.26,0.09
182,1.36,0.62,0.41,1.87,1.09,0.08
183,1.62,0.35,0.6,1.76,1.29,0.06
184,1.79,0.19,0.63,1.85,1.33,0.14
185,2.01,0.01,0.64,1.97,1.39,0.21
186,1.88,0.05,0.56,2.05,0.95,0.34
187,1.82,0.11,0.61,1.99,0.66,0.39
188,1.69,0.18,0.72,1.9,0.3,0.46
189,1.79,0.23,0.64,1.9,0.56,0.39
190,1.87,0.2,0.55,1.93,0.82,0.32
191,2.13,0.13,0.56,2.01,1.32,0.23
192,2.3,0.13,0.61,1.96,1.43,0.16
193,2.16,0.09,0.63,1.9,1.32,0.15
194,1.86,0.09,0.53,1.77,0.94,0.13
195,1.5,0.0,0.49,1.8,0.68,0.13
196,1.41,0.0,0.64,1.79,0.71,0.08
197,1.31,0.0,0.77,1.79,0.78,0.03
198,1.17,0.0,0.77,1.77,0.81,0.02
199,1.11,0.0,0.63,1.81,0.77,0.01
200,1.06,0.0,0.54,1.88,0.71,0.01
201,1.05,0.0,0.44,1.89,0.67,0.0
202,1.07,0.0,0.41,1.89,0.71,0.0
203,1.06,0.02,0.42,1.81,0.77,0.0
204,1.07,0.22,0.42,1.74,0.86,0.0
205,1.05,0.38,0.37,1.66,0.85,0.0
206,1.06,0.58,0.31,1.74,0.97,0.0
207,1.12,0.59,0.32,1.81,1.1,0.0
208,1.26,0.59,0.31,1.97,1.22,0.03
209,1.38,0.52,0.32,2.02,1.19,0.04
210,1.5,0.43,0.34,2.08,1.15,0.07
211,1.55,0.47,0.43,2.1,1.15,0.08
212,1.51,0.51,0.52,2.13,1.08,0.07
213,1.43,0.6,0.63,2.14,1.01,0.04
214,1.35,0.59,0.64,2.1,1.0,0.02
215,1.29,0.54,0.61,2.19,1.04,0.11
216,1.21,0.47,0.48,2.21,1.07,0.17
217,1.16,0.47,0.35,2.22,1.09,0.17
218,1.16,0.47,0.28,2.16,1.12,0.16
219,1.18,0.45,0.31,2.14,1.14,0.17
220,1.21,0.31,0.43,2.05,1.09,0.16
221,1.27,0.18,0.53,1.97,1.07,0.12
222,1.29,0.08,0.6,1.89,0.99,0.05
223,1.23,0.23,0.56,2.01,0.97,0.11
224,1.15,0.38,0.5,2.13,0.89,0.17
225,1.09,0.47,0.46,2.21,0.9,0.2
226,1.11,0.34,0.57,2.18,0.93,0.13
227,1.16,0.23,0.72,2.13,0.99,0.07
228,1.32,0.28,0.7,1.98,1.12,0.06
229,1.43,0.37,0.54,1.9,1.22,0.12
230,1.51,0.47,0.36,1.83,1.28,0.18
231,1.48,0.48,0.33,1.83,1.2,0.21
232,1.45,0.59,0.42,1.87,1.17,0.2
233,1.39,0.66,0.55,1.91,1.1,0.18
234,1.45,0.75,0.63,1.93,1.22,0.15
235,1.37,0.85,0.6,1.92,1.16,0.13
236,1.33,0.92,0.52,1.94,1.18,0.16
237,1.15,0.87,0.48,1.97,1.05,0.19
238,1.08,0.81,0.45,2.0,1.01,0.24
239,1.16,0.77,0.46,2.0,1.04,0.21
240,1.23,0.64,0.5,1.93,1.03,0.16
241,1.33,0.54,0.56,1.83,1.07,0.09
242,1.32,0.49,0.64,1.73,1.02,0.07
243,1.32,0.61,0.66,1.73,0.98,0.13
244,1.27,0.6,0.7,1.81,0.87,0.14
245,1.21,0.54,0.7,1.89,0.77,0.12
246,1.17,0.45,0.74,1.94,0.69,0.04
247,1.19,0.44,0.76,1.94,0.65,0.03
248,1.31,0.59,0.77,1.92,0.78,0.04
249,1.39,0.74,0.76,1.92,0.97,0.05
250,1.43,0.92,0.75,1.9,1.11,0.06
251,1.42,0.94,0.77,2.0,1.11,0.1
252,1.42,0.85,0.66,1.98,1.16,0.1
253,1.35,0.64,0.56,1.97,1.08,0.08
254,1.27,0.45,0.42,1.81,0.99,0.02
255,1.17,0.42,0.45,1.8,0.84,0.0
256,1.12,0.52,0.45,1.86,0.8,0.03
257,1.04,0.64,0.48,1.92,0.76,0.04
258,0.98,0.63,0.49,1.95,0.71,0.07
259,1.05,0.7,0.5,2.02,0.75,0.13
260,1.11,0.69,0.46,2.09,0.78,0.21
261,1.16,0.67,0.45,2.22,0.72,0.32
262,1.12,0.63,0.42,2.2,0.66,0.33
263,1.06,0.62,0.47,2.26,0.53,0.31
264,1.03,0.73,0.59,2.29,0.62,0.29
265,1.02,0.52,0.75,2.24,0.74,0.27
266,1.04,0.35,0.81,2.11,0.94,0.25
267,1.04,0.15,0.8,1.98,1.02,0.18
268,1.07,0.1,0.63,2.05,1.03,0.27
269,1.1,0.05,0.49,2.12,1.05,0.37
270,1.13,0.0,0.33,2.21,1.06,0.5
271,1.17,0.0,0.34,2.22,1.02,0.48
272,1.2,0.0,0.37,2.23,0.97,0.47
273,1.21,0.0,0.39,2.18,0.91,0.41
274,1.17,0.01,0.42,2.17,0.94,0.39
275,1.13,0.09,0.42,2.15,0.96,0.37
276,1.35,0.32,0.47,2.01,1.22,0.25
277,1.53,0.54,0.48,1.88,1.46,0.13
278,1.7,0.58,0.57,1.71,1.68,0.0
279,1.67,0.39,0.59,1.71,1.62,0.0
280,1.7,0.17,0.51,1.71,1.63,0.07
281,1.74,0.06,0.41,1.82,1.55,0.15
282,1.78,0.03,0.35,1.87,1.49,0.2
283,1.87,0.03,0.4,1.9,1.47,0.2
284,1.79,0.03,0.33,1.74,1.38,0.16
285,1.71,0.02,0.24,1.62,1.26,0.12
286,1.53,0.07,0.15,1.53,1.11,0.1
287,1.5,0.13,0.15,1.57,1.12,0.12
288,1.36,0.24,0.23,1.73,0.98,0.17
289,1.25,0.27,0.32,1.85,0.78,0.2
290,1.11,0.19,0.33,1.87,0.53,0.19
291,1.07,0.09,0.3,1.79,0.47,0.15
292,1.01,0.17,0.26,1.77,0.54,0.14
293,0.98,0.31,0.31,1.82,0.65,0.12
294,0.97,0.42,0.36,1.86,0.74,0.11
295,0.98,0.4,0.38,1.82,0.76,0.07
296,0.99,0.38,0.35,1.84,0.72,0.14
297,0.99,0.47,0.31,1.88,0.72,0.22
298,0.99,0.4,0.34,1.87,0.64,0.26
299,1.0,0.42,0.32,1.93,0.58,0.28
300,1.01,0.53,0.44,1.81,0.53,0.19
301,1.05,0.74,0.58,1.77,0.58,0.16
302,1.12,0.88,0.77,1.67,0.7,0.09
303,1.18,0.85,0.8,1.64,0.82,0.1
304,1.21,0.78,0.75,1.65,0.82,0.12
305,1.2,0.64,0.71,1.69,0.77,0.16
306,1.17,0.55,0.68,1.86,0.68,0.24
307,1.15,0.55,0.71,1.95,0.67,0.26
308,1.14,0.54,0.73,2.0,0.65,0.26
309,1.14,0.64,0.7,2.02,0.63,0.28
310,1.11,0.72,0.66,2.06,0.62,0.3
311,1.1,0.73,0.56,2.13,0.69,0.33
312,1.09,0.6,0.63,2.04,0.72,0.3
313,1.4,0.46,0.78,1.95,1.02,0.33
314,1.73,0.44,0.99,1.88,1.23,0.37
315,1.78,0.42,1.14,1.81,1.11,0.3
316,1.52,0.42,1.2,1.74,0.78,0.2
317,1.23,0.33,1.23,1.66,0.37,0.1
318,1.55,0.24,1.19,1.7,0.88,0.08
319,1.92,0.15,1.17,1.7,1.34,0.03
320,2.28,0.13,1.16,1.69,1.88,0.0
321,2.44,0.15,1.1,1.81,2.11,0.0
322,2.54,0.16,1.04,1.91,2.31,0.0
323,2.31,0.18,0.94,1.93,2.16,0.0
324,1.84,0.2,0.69,1.74,1.72,0.0
325,1.37,0.23,0.44,1.61,1.27,0.0
326,1.3,0.36,0.35,1.55,1.27,0.02
327,1.34,0.47,0.44,1.55,1.38,0.04
328,1.37,0.6,0.45,1.55,1.42,0.04
329,1.37,0.63,0.35,1.61,1.4,0.06
330,1.35,0.66,0.28,1.64,1.31,0.06
331,1.33,0.55,0.3,1.68,1.17,0.07
332,1.3,0.46,0.25,1.71,1.03,0.05
333,1.28,0.37,0.23,1.74,0.94,0.03
334,1.18,0.42,0.21,1.86,0.95,0.08
335,1.07,0.38,0.18,1.95,0.86,0.14
336,0.93,0.35,0.23,2.04,0.82,0.25
337,0.88,0.25,0.29,2.01,0.77,0.33
338,0.86,0.21,0.41,2.06,0.72,0.34
339,0.88,0.14,0.41,2.11,0.68,0.33
340,1.07,0.27,0.42,2.21,0.86,0.25
341,1.29,0.41,0.48,2.24,1.2,0.24
342,1.49,0.62,0.53,2.24,1.46,0.2
343,1.37,0.58,0.5,2.16,1.31,0.21
344,1.28,0.52,0.42,2.07,1.13,0.2
345,1.13,0.42,0.33,2.01,0.92,0.2
346,1.15,0.34,0.33,2.06,0.98,0.18
347,1.06,0.3,0.33,2.07,0.96,0.17
348,1.1,0.6,0.4,2.05,1.13,0.14
349,1.11,0.95,0.43,2.01,1.24,0.13
350,1.17,1.32,0.49,2.0,1.33,0.11
351,1.17,1.21,0.44,2.03,1.23,0.1
352,1.19,1.07,0.44,2.06,1.14,0.08
353,1.2,0.93,0.46,2.11,1.04,0.09
354,1.18,0.91,0.5,2.12,1.05,0.1
355,1.15,0.95,0.48,2.08,1.11,0.12
356,1.11,1.01,0.46,1.99,1.1,0.09
357,1.08,1.03,0.5,1.95,1.07,0.06
358,1.07,1.05,0.54,1.93,0.99,0.02
359,1.06,0.94,0.57,1.86,0.95,0.01
360,1.38,0.95,0.47,1.8,1.14,0.02
361,1.74,0.98,0.36,1.74,1.37,0.06
362,2.11,1.14,0.21,1.74,1.61,0.1
363,2.05,1.17,0.24,1.76,1.55,0.12
364,1.82,1.09,0.38,1.8,1.43,0.09
365,1.61,0.94,0.54,1.87,1.32,0.08
366,1.36,0.85,0.55,2.01,1.24,0.09
367,1.33,0.82,0.46,2.15,1.23,0.14
368,1.45,0.77,0.39,2.15,1.29,0.18
369,1.61,0.7,0.44,1.97,1.32,0.16
370,1.72,0.63,0.48,1.79,1.33,0.14
371,1.49,0.63,0.45,1.77,1.13,0.16
372,1.26,0.54,0.53,1.74,1.0,0.18
373,1.01,0.5,0.56,1.73,0.83,0.18
374,0.95,0.43,0.66,1.69,0.85,0.14
375,0.96,0.45,0.65,1.72,0.84,0.14
376,0.94,0.54,0.65,1.82,0.78,0.16
377,0.94,0.71,0.64,1.94,0.69,0.19
378,0.93,0.83,0.64,2.07,0.59,0.2
379,0.96,0.87,0.57,2.11,0.6,0.19
380,0.98,0.88,0.43,2.13,0.6,0.15
381,0.99,0.9,0.32,2.07,0.6,0.09
382,1.03,0.96,0.35,2.05,0.62,0.08
383,1.03,1.02,0.4,2.08,0.64,0.12
384,1.16,1.24,0.32,2.11,0.94,0.22
385,1.24,1.39,0.18,2.1,1.13,0.23
386,1.38,1.52,0.05,2.01,1.32,0.17
387,1.39,1.5,0.0,2.05,1.21,0.11
388,1.32,1.27,0.25,1.91,1.04,0.06
389,1.2,1.0,0.48,1.81,0.86,0.04
390,1.1,0.73,0.7,1.66,0.69,0.0
391,1.08,0.8,0.71,1.76,0.77,0.0
392,1.07,0.88,0.73,1.83,0.9,0.0
393,1.1,1.01,0.74,1.87,1.05,0.0
394,1.11,1.05,0.69,1.81,1.07,0.0
395,1.14,1.11,0.73,1.79,1.08,0.0
396,1.17,1.11,0.64,1.83,1.16,0.01
397,1.22,1.17,0.54,1.93,1.28,0.04
398,1.25,1.13,0.39,1.97,1.32,0.04
399,1.23,1.03,0.39,1.95,1.28,0.03
400,1.37,0.83,0.33,1.91,1.39,0.07
401,1.95,0.61,0.39,1.84,1.76,0.07
402,2.62,0.39,0.47,1.74,2.15,0.07
403,3.12,0.27,0.63,1.61,2.33,0.0
404,3.16,0.26,0.68,1.54,2.44,0.0
405,3.19,0.23,0.69,1.5,2.58,0.02
406,2.99,0.34,0.74,1.59,2.57,0.05
407,2.77,0.45,0.74,1.7,2.42,0.1
408,2.18,0.55,0.55,1.84,1.89,0.11
409,1.89,0.48,0.36,1.83,1.61,0.09
410,1.47,0.37,0.21,1.87,1.15,0.04
411,1.35,0.28,0.3,1.88,1.03,0.01
412,1.38,0.32,0.34,2.0,0.89,0.06
413,1.39,0.38,0.36,2.01,0.97,0.09
414,1.44,0.41,0.37,2.02,1.02,0.15
415,1.24,0.34,0.39,1.95,0.96,0.13
416,1.19,0.28,0.47,1.91,0.92,0.1
417,1.1,0.26,0.51,1.87,0.88,0.04
418,1.15,0.22,0.57,1.82,0.93,0.0
419,1.21,0.25,0.5,1.81,0.96,0.0
420,1.23,0.21,0.45,1.84,0.85,0.0
421,1.1,0.23,0.38,1.87,0.79,0.0
422,0.96,0.21,0.32,1.91,0.69,0.0
