frame,f1,f2,f3,f4,f5,f6
1,0.26,0.92,0.0,2.1,0.0,2.11
2,0.37,0.77,0.0,2.34,0.0,2.48
3,0.43,0.68,0.0,2.38,0.0,2.56
4,0.45,0.66,0.0,2.26,0.0,2.41
5,0.43,0.59,0.0,2.24,0.0,2.52
6,0.41,0.56,0.0,2.28,0.0,2.67
7,0.41,0.53,0.0,2.33,0.0,2.8
8,0.42,0.63,0.0,2.43,0.0,2.87
9,0.44,0.44,0.0,2.36,0.0,2.75
10,0.44,0.39,0.0,2.26,0.0,2.52
11,0.41,0.19,0.03,2.09,0.0,2.4
12,0.3,0.4,0.03,2.26,0.0,2.47
13,0.2,0.56,0.03,2.39,0.0,2.5
14,0.1,0.82,0.0,2.4,0.0,2.5
15,0.14,0.82,0.0,2.23,0.0,2.51
16,0.17,0.8,0.01,2.14,0.0,2.64
17,0.23,0.62,0.03,2.09,0.0,2.61
18,0.25,0.58,0.03,2.0,0.0,2.42
19,0.26,0.58,0.08,1.94,0.0,2.22
20,0.27,0.74,0.07,1.91,0.0,2.04
21,0.25,0.84,0.13,1.89,0.0,1.9
22,0.24,0.79,0.09,1.89,0.0,1.85
23,0.22,0.58,0.09,1.91,0.0,1.96
24,0.2,0.38,0.03,2.05,0.0,2.09
25,0.21,0.2,0.06,2.19,0.0,2.22
26,0.22,0.07,0.07,2.35,0.0,2.29
27,0.18,0.0,0.09,2.41,0.0,2.3
28,0.15,0.0,0.05,2.36,0.0,2.14
29,0.14,0.0,0.04,2.15,0.0,1.86
30,0.14,0.0,0.02,1.67,0.0,1.61
31,0.11,0.0,0.11,1.13,0.0,1.34
32,0.09,0.07,0.24,0.74,0.0,1.17
33,0.14,0.12,0.27,0.7,0.0,1.2
34,0.2,0.16,0.16,0.77,0.0,1.37
35,0.24,0.23,0.2,0.92,0.0,1.52
36,0.28,0.25,0.59,1.23,0.04,1.55
37,0.25,0.45,0.94,1.57,0.04,1.64
38,0.18,0.71,0.86,1.89,0.04,1.68
39,0.08,1.05,0.58,2.07,0.0,1.81
40,0.06,1.11,0.49,2.35,0.0,1.9
41,0.13,1.06,0.63,2.52,0.0,2.28
42,0.15,1.01,0.64,2.55,0.0,2.36
43,0.19,0.94,0.61,2.4,0.0,2.43
44,0.17,0.83,0.72,2.2,0.0,2.21
45,0.17,0.8,0.96,2.15,0.0,2.22
46,0.15,0.79,0.95,2.2,0.0,2.11
47,0.13,0.94,0.9,2.39,0.0,2.02
48,0.27,0.66,0.67,2.7,0.02,1.92
49,0.37,0.51,0.71,3.03,0.02,1.91
50,0.44,0.13,0.79,3.3,0.02,1.98
51,0.38,0.09,1.05,3.22,0.0,1.79
52,0.35,0.09,1.29,2.7,0.0,1.45
53,0.36,0.17,1.43,2.24,0.0,1.17
54,0.39,0.21,1.48,1.82,0.02,1.12
55,0.43,0.14,1.51,1.7,0.09,1.02
56,0.48,0.05,1.47,1.48,0.14,0.88
57,0.6,0.16,1.56,1.22,0.13,0.71
58,0.69,0.32,1.72,0.97,0.07,0.68
59,0.83,0.42,1.61,0.82,0.02,0.72
60,0.86,0.35,1.53,0.82,0.0,0.97
61,0.9,0.25,1.3,0.81,0.03,1.24
62,0.92,0.14,1.65,0.8,0.03,1.35
63,0.94,0.06,1.72,0.8,0.03,1.27
64,0.99,0.0,1.79,1.02,0.0,1.29
65,1.16,0.0,1.53,1.23,0.0,1.24
66,1.91,0.0,1.62,1.44,0.0,1.21
67,2.73,0.0,1.7,1.42,0.0,1.04
68,3.53,0.0,1.87,1.44,0.01,0.97
69,3.8,0.0,1.85,1.42,0.01,0.87
70,4.14,0.0,1.62,1.69,0.01,0.88
71,4.43,0.0,1.5,1.72,0.08,0.86
72,4.55,0.0,1.26,1.45,0.12,0.91
73,4.44,0.0,1.26,0.91,0.13,0.91
74,4.24,0.0,1.24,0.6,0.05,0.88
75,4.24,0.0,1.05,0.59,0.08,0.8
76,4.23,0.0,0.98,0.72,0.15,0.83
77,4.37,0.0,0.89,0.8,0.43,0.89
78,4.33,0.0,0.89,0.87,0.51,0.92
79,4.33,0.0,0.84,0.9,0.52,0.77
80,4.24,0.0,0.79,0.99,0.42,0.6
81,4.27,0.0,1.03,0.98,0.33,0.53
82,4.16,0.0,1.12,0.98,0.25,0.52
83,4.0,0.0,1.37,0.99,0.05,0.55
84,4.01,0.0,1.23,1.07,0.05,0.69
85,4.16,0.0,1.25,1.08,0.24,0.89
86,4.22,0.0,1.03,1.06,0.41,1.04
87,4.18,0.0,1.11,1.08,0.47,1.0
88,4.16,0.0,1.21,1.11,0.35,0.89
89,4.31,0.0,1.25,1.07,0.37,0.84
90,4.3,0.0,1.26,1.12,0.34,0.86
91,4.25,0.0,0.99,1.1,0.31,0.9
92,4.03,0.0,0.95,1.06,0.24,0.85
93,3.84,0.0,1.06,0.99,0.28,0.75
94,3.72,0.0,1.27,0.95,0.32,0.7
95,3.68,0.0,1.45,1.06,0.25,0.75
96,3.71,0.0,1.41,0.99,0.15,0.87
97,3.6,0.0,1.64,1.07,0.05,0.95
98,3.54,0.0,1.74,1.1,0.0,1.02
99,3.55,0.0,1.95,1.29,0.0,1.02
100,3.58,0.0,1.97,1.34,0.04,1.07
101,3.56,0.0,1.96,1.46,0.04,1.13
102,3.5,0.0,2.03,1.55,0.04,1.1
103,3.61,0.0,2.08,1.69,0.05,1.04
104,3.73,0.0,2.07,1.71,0.08,0.93
105,3.77,0.0,1.92,1.68,0.1,0.88
106,3.63,0.0,1.77,1.62,0.14,0.81
107,3.55,0.0,1.76,1.48,0.22,0.73
108,3.45,0.0,1.65,1.74,0.34,0.9
109,3.49,0.0,1.6,1.91,0.39,1.07
110,3.66,0.0,1.62,2.22,0.5,1.34
111,3.79,0.0,1.78,2.32,0.55,1.46
112,3.63,0.0,1.99,2.68,0.45,1.69
113,3.31,0.0,2.04,3.04,0.26,1.91
114,2.66,0.0,2.04,2.81,0.26,1.82
115,2.16,0.0,1.91,2.17,0.42,1.7
116,1.68,0.0,1.74,1.3,0.58,1.36
117,1.61,0.0,1.63,0.78,0.56,1.07
118,1.62,0.0,1.4,0.67,0.54,0.72
119,1.56,0.0,1.38,0.67,0.57,0.46
120,1.62,0.0,1.48,0.69,0.59,0.79
121,1.7,0.0,1.76,0.56,0.63,1.03
122,1.86,0.0,2.01,0.53,0.58,1.23
123,1.95,0.0,2.19,0.66,0.68,0.92
124,1.89,0.0,2.22,0.86,0.71,0.7
125,1.81,0.0,2.23,1.07,0.81,0.46
126,1.67,0.0,1.99,1.13,0.69,0.37
127,1.63,0.0,1.58,1.01,0.63,0.35
128,1.53,0.0,1.17,0.95,0.58,0.47
129,1.41,0.0,1.02,0.97,0.58,0.44
130,1.31,0.0,1.11,1.09,0.55,0.33
131,1.28,0.0,1.11,1.02,0.46,0.14
132,1.41,0.0,1.01,0.78,0.46,0.19
133,1.68,0.0,0.92,0.73,0.45,0.4
134,2.01,0.0,1.14,0.81,0.43,0.69
135,2.28,0.0,1.34,1.25,0.29,0.91
136,2.49,0.0,1.57,1.4,0.18,0.98
137,2.58,0.0,1.68,1.42,0.13,1.02
138,2.59,0.0,1.76,1.35,0.13,1.09
139,2.57,0.0,1.96,1.38,0.14,1.08
140,2.57,0.0,1.82,1.44,0.15,1.06
141,2.57,0.0,1.74,1.41,0.16,1.01
142,2.6,0.0,1.54,1.32,0.18,0.96
143,2.62,0.0,1.52,1.14,0.15,0.9
144,2.56,0.0,1.43,1.25,0.18,0.97
145,2.43,0.0,1.29,1.4,0.21,1.0
146,2.26,0.0,1.04,1.62,0.25,1.02
147,2.18,0.0,0.91,1.4,0.23,0.72
148,2.07,0.0,0.85,1.26,0.24,0.53
149,1.98,0.0,0.9,1.25,0.25,0.46
150,1.87,0.0,0.89,1.48,0.31,0.54
151,1.89,0.0,1.16,1.71,0.31,0.58
152,1.87,0.0,1.19,1.88,0.36,0.54
153,1.87,0.0,1.39,2.04,0.42,0.47
154,1.88,0.0,1.35,2.17,0.48,0.42
155,1.87,0.0,1.48,2.05,0.52,0.34
156,1.84,0.0,1.41,1.75,0.48,0.35
157,1.69,0.0,1.1,1.36,0.49,0.31
158,1.62,0.0,0.76,1.19,0.52,0.25
159,1.59,0.0,0.47,1.19,0.59,0.23
160,1.55,0.0,0.39,1.29,0.68,0.26
161,1.48,0.0,0.43,1.38,0.71,0.32
162,1.43,0.0,0.44,1.45,0.7,0.31
163,1.47,0.0,0.36,1.52,0.69,0.24
164,1.6,0.0,0.29,1.51,0.8,0.32
165,1.74,0.0,0.27,1.49,0.89,0.35
166,1.8,0.03,0.43,1.38,0.91,0.37
167,1.82,0.03,0.49,1.36,0.89,0.25
168,1.92,0.03,0.43,1.19,0.8,0.23
169,2.11,0.0,0.26,1.15,0.74,0.26
170,2.3,0.0,0.37,1.12,0.59,0.42
171,2.32,0.0,0.63,1.2,0.54,0.53
172,2.39,0.0,0.89,1.19,0.48,0.67
173,2.45,0.0,1.13,1.21,0.44,0.7
174,2.52,0.0,1.22,1.28,0.39,0.72
175,2.55,0.0,1.39,1.33,0.34,0.71
176,2.46,0.0,1.43,1.24,0.38,0.74
177,2.45,0.0,1.65,1.08,0.38,0.84
178,2.4,0.0,1.59,0.92,0.36,0.84
179,2.39,0.0,1.68,0.89,0.27,0.8
180,2.33,0.0,1.42,1.11,0.22,0.81
181,2.32,0.0,1.21,1.23,0.22,0.8
182,2.28,0.03,0.75,1.16,0.23,0.81
183,2.24,0.03,0.52,0.96,0.27,0.69
184,2.09,0.03,0.28,1.01,0.27,0.69
185,2.04,0.0,0.33,1.07,0.26,0.66
186,1.96,0.0,0.58,1.11,0.22,0.67
187,1.92,0.0,0.88,0.94,0.25,0.56
188,1.92,0.07,0.95,0.95,0.3,0.53
189,1.97,0.07,1.01,1.04,0.31,0.38
190,2.06,0.22,0.98,1.19,0.42,0.43
191,1.93,0.23,0.82,1.24,0.38,0.36
192,1.77,0.23,0.63,1.0,0.43,0.33
193,1.62,0.11,0.6,0.76,0.3,0.19
194,1.53,0.08,0.71,0.52,0.38,0.14
195,1.47,0.09,0.71,0.6,0.47,0.16
196,1.31,0.13,0.63,0.7,0.66,0.13
197,1.19,0.15,0.58,0.82,0.75,0.07
198,1.05,0.29,0.52,0.82,0.81,0.0
199,1.04,0.31,0.5,0.81,0.81,0.0
200,1.07,0.32,0.53,0.85,0.83,0.0
201,1.11,0.2,0.62,0.82,0.81,0.03
202,1.14,0.27,0.73,0.77,0.75,0.03
203,1.1,0.29,0.78,0.81,0.69,0.03
204,1.02,0.27,0.77,0.89,0.68,0.06
205,0.97,0.11,0.76,0.99,0.7,0.09
206,1.0,0.01,0.79,0.96,0.68,0.09
207,1.04,0.0,0.83,0.92,0.69,0.03
208,1.09,0.0,0.88,0.86,0.68,0.01
209,1.06,0.0,0.84,0.83,0.69,0.06
210,1.01,0.0,0.85,0.88,0.68,0.17
211,0.95,0.0,0.82,0.91,0.68,0.27
212,0.93,0.03,0.9,0.99,0.65,0.31
213,0.92,0.03,0.88,1.0,0.58,0.34
214,0.86,0.03,0.87,0.94,0.57,0.33
215,0.85,0.0,0.84,0.89,0.7,0.28
216,0.84,0.22,0.83,0.69,0.93,0.21
217,0.78,0.38,0.88,0.6,1.03,0.13
218,0.71,0.44,0.85,0.47,1.03,0.09
219,0.71,0.3,0.84,0.48,0.94,0.04
220,0.75,0.2,0.77,0.5,0.92,0.02
221,0.79,0.3,0.69,0.55,0.89,0.02
222,0.72,0.38,0.72,0.53,0.89,0.0
223,0.7,0.53,0.78,0.5,0.87,0.0
224,0.69,0.55,0.88,0.45,0.88,0.0
225,0.72,0.54,0.92,0.52,0.88,0.0
226,0.76,0.58,0.87,0.58,0.84,0.04
227,0.75,0.57,0.94,0.59,0.84,0.04
228,0.7,0.54,1.11,0.48,0.81,0.04
229,0.65,0.34,1.23,0.4,0.78,0.0
230,0.72,0.32,1.29,0.41,0.82,0.0
231,0.91,0.29,1.34,0.47,0.91,0.0
232,1.0,0.32,1.46,0.51,1.01,0.01
233,1.01,0.32,1.52,0.53,1.06,0.07
234,1.0,0.33,1.47,0.58,1.09,0.07
235,1.04,0.39,1.46,0.64,1.15,0.08
236,1.12,0.29,1.48,0.69,1.13,0.06
237,1.09,0.23,1.51,0.74,1.07,0.11
238,1.17,0.14,1.56,0.76,1.1,0.12
239,1.13,0.12,1.61,0.79,1.06,0.13
240,1.14,0.11,1.45,0.78,0.95,0.08
241,1.04,0.07,1.29,0.84,0.74,0.04
242,1.0,0.02,1.08,0.95,0.64,0.0
243,0.98,0.01,1.02,1.05,0.62,0.0
244,1.0,0.01,1.06,1.07,0.63,0.0
245,1.01,0.05,1.29,1.04,0.65,0.04
246,1.04,0.04,1.5,1.05,0.67,0.05
247,1.07,0.1,1.58,1.05,0.68,0.08
248,1.09,0.05,1.53,0.98,0.66,0.08
249,1.11,0.11,1.47,0.94,0.65,0.07
250,1.13,0.12,1.41,0.99,0.64,0.08
251,1.17,0.13,1.42,1.12,0.6,0.04
252,1.14,0.11,1.44,1.0,0.56,0.13
253,1.11,0.11,1.47,0.83,0.52,0.13
254,1.1,0.11,1.38,0.62,0.49,0.16
255,1.12,0.08,1.38,0.61,0.47,0.11
256,1.16,0.09,1.37,0.66,0.56,0.08
257,1.15,0.13,1.4,0.72,0.65,0.1
258,1.16,0.2,1.35,0.74,0.75,0.11
259,1.2,0.2,1.29,0.77,0.81,0.11
260,1.29,0.29,1.19,0.84,0.86,0.08
261,1.35,0.28,1.2,0.9,0.91,0.04
262,1.38,0.4,1.32,0.94,0.96,0.01
263,1.39,0.4,1.43,0.91,0.96,0.0
264,1.23,0.33,1.56,0.85,0.89,0.08
265,1.02,0.14,1.49,0.75,0.8,0.11
266,0.84,0.02,1.49,0.71,0.8,0.14
267,0.88,0.05,1.51,0.77,0.87,0.06
268,0.94,0.03,1.49,0.72,0.98,0.03
269,1.01,0.05,1.44,0.66,1.11,0.0
270,0.95,0.14,1.23,0.61,1.13,0.03
271,0.87,0.23,1.21,0.64,1.1,0.06
272,0.76,0.21,1.22,0.61,0.98,0.15
273,0.8,0.15,1.34,0.55,1.03,0.19
274,0.79,0.19,1.49,0.51,1.0,0.23
275,0.78,0.21,1.4,0.48,0.93,0.29
276,0.65,0.14,1.42,0.5,0.76,0.22
277,0.54,0.17,1.34,0.53,0.69,0.16
278,0.43,0.17,1.48,0.56,0.64,0.0
279,0.37,0.17,1.51,0.52,0.65,0.0
280,0.35,0.1,1.52,0.52,0.64,0.01
281,0.32,0.31,1.34,0.45,0.69,0.01
282,0.31,0.42,0.98,0.37,0.71,0.01
283,0.36,0.48,0.6,0.16,0.75,0.01
284,0.41,0.3,0.32,0.08,0.75,0.01
285,0.51,0.19,0.15,0.0,0.66,0.01
286,0.58,0.17,0.04,0.0,0.59,0.01
287,0.64,0.18,0.02,0.0,0.6,0.02
288,0.57,0.28,0.05,0.01,0.63,0.02
289,0.5,0.22,0.09,0.07,0.61,0.01
290,0.45,0.2,0.16,0.19,0.55,0.0
291,0.48,0.3,0.22,0.17,0.45,0.0
292,0.52,0.4,0.33,0.12,0.41,0.0
293,0.55,0.49,0.43,0.0,0.33,0.0
294,0.57,0.44,0.49,0.0,0.35,0.0
295,0.57,0.48,0.5,0.01,0.37,0.02
296,0.63,0.53,0.59,0.04,0.4,0.02
297,0.69,0.61,0.83,0.18,0.49,0.07
298,0.74,0.6,1.11,0.42,0.56,0.13
299,0.66,0.59,1.22,0.66,0.66,0.22
300,0.53,0.48,1.32,0.6,0.56,0.2
301,0.44,0.29,1.29,0.38,0.51,0.16
302,0.49,0.19,1.12,0.1,0.56,0.07
303,0.52,0.08,0.9,0.01,0.67,0.04
304,0.49,0.08,0.69,0.0,0.72,0.01
305,0.4,0.0,0.67,0.0,0.59,0.07
306,0.33,0.0,0.52,0.0,0.5,0.11
307,0.35,0.0,0.42,0.0,0.39,0.16
308,0.41,0.06,0.3,0.0,0.33,0.16
309,0.5,0.06,0.29,0.0,0.31,0.11
310,0.5,0.12,0.35,0.0,0.31,0.06
311,0.48,0.25,0.42,0.02,0.32,0.0
312,0.48,0.25,0.39,0.18,0.22,0.1
313,0.52,0.18,0.32,0.34,0.11,0.2
314,0.58,0.0,0.32,0.53,0.0,0.29
315,0.64,0.03,0.52,0.63,0.0,0.3
316,0.69,0.07,0.77,0.72,0.0,0.33
317,0.67,0.17,1.16,0.73,0.07,0.3
318,0.63,0.41,1.52,0.68,0.19,0.25
319,0.59,0.42,1.82,0.72,0.36,0.22
320,0.62,0.42,1.7,0.84,0.41,0.29
321,0.6,0.29,1.49,1.0,0.45,0.35
322,0.62,0.52,1.34,1.15,0.42,0.44
323,0.62,0.57,1.28,1.2,0.44,0.48
324,0.58,0.66,1.11,1.27,0.51,0.64
325,0.51,0.65,1.06,1.19,0.57,0.8
326,0.44,0.76,1.07,1.11,0.62,0.94
327,0.45,0.78,1.23,1.12,0.57,1.03
328,0.49,0.73,1.22,1.2,0.53,1.0
329,0.52,0.87,1.27,1.24,0.49,0.98
330,0.55,0.89,1.24,1.11,0.48,0.83
331,0.57,0.96,1.24,1.01,0.52,0.73
332,0.58,0.73,1.12,0.97,0.54,0.54
333,0.59,0.73,1.16,0.95,0.57,0.45
334,0.57,0.62,1.23,0.9,0.54,0.44
335,0.56,0.6,1.39,0.81,0.55,0.41
