zoom,phase,beeps,score,f1,f2,f3,f4,f5,f6
False,instructional_video_0,,,0.001,0.0527,0.0377,0.0403,0.0382,0.0575
False,discussion_phase_0,,,0.0006,0.0518,0.0215,0.0208,0.0245,0.0242
False,reschu_run_0,False,6,0.0005,0.064,0.0249,0.0232,0.0296,0.0312
False,reschu_run_1,True,13,0.0015,0.0588,0.0288,0.0582,0.0441,0.0451
False,reschu_run_2,False,17,0.0011,0.0807,0.0291,0.0329,0.0294,0.0334
False,reschu_run_3,True,12,0.0004,0.0654,0.0228,0.0236,0.0296,0.036
False,discussion_phase_1,,,0.001,0.0645,0.0194,0.0294,0.0304,0.0289
