w0,w1,w2,isc
-0.0010979935532996104,-0.09237431537713287,0.04744756813593835,0.5021239763268365
-0.15211134693584585,-0.06445317364490626,0.1196225576703933,-0.38068794913054793
0.08687401104089976,0.09206611954865361,0.20297391883775076,-0.26626051453382166
-0.033652073565948105,0.01616467437308866,0.12677018661717246,0.22397586669355574
0.277987121846426,0.7148072477262969,0.2961389371448474,-0.19955217129727895
0.11713144834951947,-0.13785978508865362,-0.10493114642552387,0.1449924927793848
-0.589975604533816,-0.28014514068928575,-0.852847855695763,-0.09794484241712281
-0.29446682247031575,-0.37632530176849666,-0.20136141639842906,0.09351718040026245
-0.40922838303495274,0.15205860505913804,0.12403234224551357,0.061969446527969575
0.22090073883505354,-0.24762266430875748,0.11067736989212618,-0.06565788686666442
-0.017057559566487236,0.012748568676678616,-0.028242313826507857,-0.05127745842941209
-0.39036932666318136,-0.18866761840443838,0.09364916698753044,-0.042268532883949265
0.0498803637554225,-0.0240735873469036,0.050548822847916654,-0.02104741715646479
0.21668064033514212,-0.17800760699632687,-0.013217382324206146,0.04215645331980549
-0.14367025269796416,-0.2420429502303931,0.13958629733660524,0.03217960899127236
-0.02951810168019998,0.12526182378219064,-0.005089161915913293,0.007861573148451692
0.05007643407383169,-0.04219233757782419,-0.011133998020980395,0.010138365855006682
