frame,f1,f2,f3,f4,f5,f6
1,0.0,0.0,0.5,0.87,0.0,0.72
2,0.0,0.18,0.41,0.76,0.01,0.78
3,0.0,0.19,0.36,0.75,0.01,1.02
4,0.0,0.13,0.37,0.7,0.0,0.99
5,0.0,0.04,0.37,0.66,0.0,1.03
6,0.0,0.03,0.42,0.59,0.0,0.82
7,0.0,0.0,0.35,0.61,0.0,0.81
8,0.0,0.0,0.31,0.57,0.0,0.68
9,0.0,0.03,0.23,0.52,0.0,0.56
10,0.0,0.03,0.31,0.5,0.0,0.5
11,0.0,0.03,0.41,0.54,0.0,0.54
12,0.0,0.13,0.37,0.61,0.03,0.61
13,0.0,0.28,0.28,0.57,0.05,0.57
14,0.0,0.44,0.13,0.51,0.05,0.51
15,0.0,0.33,0.16,0.45,0.02,0.45
16,0.0,0.18,0.25,0.42,0.03,0.42
17,0.0,0.05,0.31,0.5,0.03,0.5
18,0.0,0.03,0.34,0.55,0.03,0.55
19,0.0,0.11,0.28,0.6,0.0,0.62
20,0.0,0.08,0.3,0.57,0.0,0.59
21,0.0,0.11,0.34,0.53,0.0,0.55
22,0.0,0.04,0.32,0.46,0.0,0.46
23,0.0,0.05,0.3,0.39,0.0,0.39
24,0.0,0.01,0.26,0.32,0.0,0.47
25,0.0,0.01,0.33,0.37,0.01,0.69
26,0.0,0.0,0.35,0.4,0.01,0.9
27,0.0,0.0,0.61,0.36,0.01,0.83
28,0.0,0.01,0.79,0.32,0.06,0.68
29,0.0,0.01,0.95,0.25,0.16,0.61
30,0.0,0.01,0.77,0.24,0.29,0.56
31,0.0,0.05,0.65,0.18,0.36,0.52
32,0.0,0.06,0.61,0.15,0.4,0.41
33,0.0,0.1,0.68,0.21,0.37,0.46
34,0.0,0.07,0.81,0.27,0.35,0.58
35,0.0,0.14,0.75,0.39,0.34,0.67
36,0.0,0.1,0.68,0.47,0.36,0.79
37,0.0,0.09,0.57,0.57,0.37,0.82
38,0.0,0.01,0.63,0.58,0.37,0.82
39,0.0,0.0,0.78,0.49,0.29,0.81
40,0.0,0.0,0.93,0.36,0.31,0.87
41,0.0,0.0,1.12,0.34,0.25,0.95
42,0.0,0.03,1.27,0.31,0.25,0.88
43,0.0,0.06,1.41,0.41,0.22,0.88
44,0.0,0.06,1.38,0.46,0.26,0.96
45,0.0,0.03,1.5,0.51,0.35,1.04
46,0.0,0.0,1.56,0.83,0.45,1.11
47,0.03,0.0,1.62,1.16,0.5,1.08
48,0.03,0.04,1.62,1.44,0.62,1.04
49,0.03,0.18,1.61,1.22,0.59,0.88
50,0.0,0.25,1.51,1.06,0.67,0.83
51,0.0,0.22,1.3,0.92,0.54,0.83
52,0.0,0.13,1.07,0.87,0.6,0.79
53,0.0,0.14,1.07,0.7,0.61,0.8
54,0.04,0.19,1.29,0.52,0.7,0.89
55,0.09,0.21,1.3,0.38,0.7,1.1
56,0.11,0.16,1.32,0.23,0.73,1.06
57,0.11,0.16,1.18,0.19,0.69,1.0
58,0.08,0.11,1.16,0.19,0.71,0.92
59,0.12,0.11,1.19,0.18,0.68,0.91
60,0.08,0.12,1.39,0.1,0.84,0.75
61,0.05,0.44,1.47,0.04,0.97,0.61
62,0.04,0.58,1.32,0.0,1.14,0.56
63,0.07,0.75,1.0,0.02,1.08,0.67
64,0.07,0.55,1.09,0.07,1.06,0.71
65,0.07,0.66,1.22,0.14,0.98,0.68
66,0.05,0.64,1.38,0.2,0.88,0.72
67,0.06,0.64,1.32,0.23,0.7,0.75
68,0.03,0.49,1.29,0.26,0.53,0.85
69,0.09,0.42,1.26,0.28,0.53,0.69
70,0.19,0.37,1.31,0.47,0.42,0.69
71,0.38,0.32,1.43,0.48,0.31,0.52
72,0.56,0.53,1.63,0.61,0.15,0.66
73,0.68,0.54,1.97,0.51,0.15,0.6
74,0.75,0.49,2.33,0.57,0.29,0.69
75,0.77,0.19,2.6,0.35,0.35,0.43
76,0.81,0.09,2.68,0.18,0.36,0.21
77,0.87,0.06,2.66,0.08,0.3,0.0
78,0.92,0.03,2.54,0.09,0.27,0.01
79,0.95,0.02,2.48,0.11,0.3,0.11
80,0.95,0.07,2.55,0.16,0.3,0.16
81,0.95,0.13,2.58,0.21,0.42,0.22
82,0.91,0.17,2.51,0.38,0.47,0.24
83,0.83,0.21,2.47,0.54,0.53,0.36
84,0.82,0.27,2.45,0.71,0.6,0.4
85,0.78,0.49,2.56,0.82,0.64,0.4
86,0.77,0.68,2.49,0.75,0.62,0.35
87,0.63,0.72,2.13,0.73,0.65,0.38
88,0.56,0.58,1.7,0.62,0.72,0.39
89,0.48,0.48,1.28,0.79,0.76,0.41
90,0.44,0.36,1.18,0.76,0.7,0.38
91,0.4,0.32,1.17,0.7,0.66,0.43
92,0.35,0.21,1.16,0.6,0.66,0.47
93,0.3,0.33,1.35,0.81,0.59,0.73
94,0.26,0.47,1.41,1.23,0.55,0.8
95,0.33,0.51,1.51,1.45,0.49,0.79
96,0.43,0.44,1.36,1.54,0.48,0.63
97,0.53,0.37,1.25,1.44,0.49,0.53
98,0.51,0.37,1.31,1.35,0.48,0.54
99,0.46,0.38,1.2,1.51,0.38,0.68
100,0.43,0.44,1.08,1.52,0.27,0.79
101,0.41,0.42,0.85,1.42,0.19,0.9
102,0.38,0.4,0.96,0.99,0.19,0.84
103,0.34,0.26,1.04,0.76,0.15,0.82
104,0.34,0.18,1.01,0.6,0.1,0.72
105,0.35,0.18,0.95,0.52,0.04,0.58
106,0.4,0.17,0.88,0.52,0.0,0.39
107,0.44,0.22,0.84,0.51,0.0,0.26
108,0.45,0.2,0.58,0.61,0.01,0.23
109,0.44,0.22,0.37,0.58,0.03,0.28
110,0.4,0.14,0.22,0.63,0.03,0.3
111,0.43,0.12,0.3,0.57,0.14,0.38
