1,0,0,User3     ,2024-04-10 17:22:34.520,0,13,7,0,20
2,0,2,Pilot     ,2024-04-10 17:22:34.553,1,13,7,0,20
3,2,2,Nav       ,2024-04-10 17:22:34.580,6,13,7,0,20
9,0,0,User3     ,2024-04-17 12:23:34.780,0,0,0,0,0
10,0,0,Nav       ,2024-04-17 12:23:34.820,0,0,0,0,0
11,0,0,Pilot     ,2024-04-17 12:23:34.843,0,0,0,0,0
12,0,0,User3     ,2024-04-17 13:34:16.110,0,0,0,0,0
14,0,0,Nav       ,2024-04-17 13:34:16.170,0,0,0,0,0
22,0,0,User3     ,2024-04-17 14:05:48.017,0,12,4,10,6
38,0,0,User3     ,2024-04-29 14:09:39.400,0,0,0,0,0
39,0,0,Pilot     ,2024-04-29 14:09:39.430,0,0,0,0,0
40,0,0,Nav       ,2024-04-29 14:09:39.453,0,0,0,0,0
68,0,0,Pilot     ,2024-04-29 16:17:02.850,1,29,16,24,21
99,0,0,Pilot     ,2024-05-01 14:15:10.327,0,0,0,4,-4
100,0,0,Nav       ,2024-05-01 14:15:10.350,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:10.457,0,0,0,4,-4
100,0,0,Nav       ,2024-05-01 14:15:10.470,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:10.590,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:10.730,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:10.870,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:11.007,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:11.283,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:11.423,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:11.560,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:11.837,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:11.973,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:12.113,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:12.253,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:12.390,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:12.533,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:12.667,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:12.943,0,0,0,4,-4
100,0,0,Nav       ,2024-05-01 14:15:13.100,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:13.220,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:13.360,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:13.497,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:13.647,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:13.777,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:13.913,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:14.053,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:14.190,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:14.330,0,0,0,4,-4
100,0,0,Nav       ,2024-05-01 14:15:14.490,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:14.607,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:14.883,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:15.023,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:15.163,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:15.453,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:15.593,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:16.007,0,0,0,4,-4
100,0,0,Nav       ,2024-05-01 14:15:16.030,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:16.147,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:16.287,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:16.423,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:16.563,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:16.840,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:16.983,0,0,0,4,-4
100,0,0,Nav       ,2024-05-01 14:15:17.007,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:17.117,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:17.257,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:17.393,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:17.533,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:17.670,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:17.810,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:18.087,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:18.223,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:18.363,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:18.503,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:18.640,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:18.780,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:18.917,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:19.053,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:19.200,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:19.333,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:19.473,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:19.610,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:19.750,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:19.887,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:20.027,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:20.167,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:20.313,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:20.443,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:20.720,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:20.860,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:20.997,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:21.137,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:21.273,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:21.413,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:21.550,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:21.690,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:21.827,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:21.967,0,0,0,4,-4
100,0,0,Nav       ,2024-05-01 14:15:22.267,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:22.383,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:22.523,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:22.660,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:22.800,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:22.937,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:23.077,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:23.213,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:23.350,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:23.490,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:23.770,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:23.907,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:24.047,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:24.323,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:24.460,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:24.600,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:24.743,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:24.877,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:25.017,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:25.157,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:25.293,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:25.433,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:25.570,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:25.710,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:25.850,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:26.263,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:26.540,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:26.680,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:26.820,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:26.963,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:27.097,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:27.233,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:27.370,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:27.510,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:27.650,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:27.927,0,0,0,4,-4
99,0,0,Pilot     ,2024-05-01 14:15:28.070,0,0,0,4,-4
13,0,0,Pilot     ,2024-04-17 13:34:16.143,0,0,0,0,0
23,0,0,Pilot     ,2024-04-17 14:05:48.050,0,12,4,10,6
24,4,3,Nav       ,2024-04-17 14:05:48.070,4,12,4,10,6
67,0,0,User3     ,2024-04-29 16:17:02.817,0,29,16,24,21
99,0,0,Pilot     ,2024-05-01 14:15:28.203,0,0,0,4,-4
