zoom,phase,beeps,score,f1,f2,f3,f4,f5,f6
True,instructional_video_0,,,0.3559,0.1152,0.0373,0.022,0.2786,0.0382
True,discussion_phase_0,,,0.0022,0.1005,0.0159,0.017,0.1313,0.0252
True,reschu_run_0,True,8,0.0649,0.1188,0.0174,0.016,0.2876,0.029
True,reschu_run_1,False,10,0.133,0.0982,0.0189,0.0244,0.3896,0.0347
True,reschu_run_2,True,19,0.1361,0.1071,0.018,0.0174,0.3835,0.0307
True,reschu_run_3,False,15,0.2866,0.1328,0.0195,0.0178,0.3495,0.0371
True,discussion_phase_1,,,0.0038,0.0974,0.015,0.0162,0.0927,0.0192
True,reschu_run_4,True,17,0.2127,0.1149,0.0193,0.0145,0.365,0.029
True,reschu_run_5,False,17,0.3514,0.1009,0.0249,0.023,0.4558,0.0407
