frame,f1,f2,f3,f4,f5,f6
1,0.0,0.38,0.15,0.0,0.0,0.33
2,0.0,0.36,0.08,0.29,0.0,0.45
3,0.0,0.25,0.03,0.41,0.0,0.46
4,0.0,0.23,0.0,0.35,0.0,0.36
5,0.0,0.16,0.0,0.3,0.0,0.29
6,0.0,0.28,0.0,0.32,0.0,0.28
7,0.0,0.28,0.0,0.35,0.0,0.28
8,0.0,0.26,0.0,0.39,0.0,0.28
9,0.0,0.25,0.0,0.28,0.0,0.2
10,0.0,0.25,0.0,0.21,0.0,0.2
11,0.0,0.33,0.0,0.1,0.0,0.13
12,0.0,0.35,0.0,0.13,0.0,0.18
13,0.0,0.4,0.0,0.35,0.0,0.35
14,0.0,0.39,0.0,0.59,0.0,0.63
15,0.0,0.4,0.0,0.7,0.0,0.77
16,0.0,0.45,0.0,0.6,0.0,0.8
17,0.0,0.54,0.0,0.51,0.0,0.77
18,0.0,0.58,0.0,0.49,0.0,0.83
19,0.0,0.66,0.0,0.47,0.0,0.82
20,0.0,0.79,0.0,0.45,0.0,0.8
21,0.0,0.82,0.0,0.4,0.0,0.75
22,0.0,0.84,0.0,0.38,0.0,0.71
23,0.0,0.75,0.0,0.38,0.0,0.7
24,0.0,0.65,0.0,0.37,0.0,0.56
25,0.0,0.66,0.07,0.48,0.0,0.58
26,0.0,0.68,0.16,0.61,0.0,0.68
27,0.0,0.9,0.25,0.76,0.0,0.96
28,0.0,1.15,0.23,0.8,0.0,1.0
29,0.0,1.26,0.24,0.82,0.0,0.97
30,0.0,1.28,0.16,0.82,0.0,0.85
31,0.0,1.04,0.18,0.75,0.0,0.77
32,0.0,0.98,0.15,0.69,0.0,0.77
33,0.0,0.84,0.18,0.62,0.0,0.75
34,0.0,0.86,0.1,0.65,0.0,0.77
35,0.0,0.85,0.12,0.65,0.0,0.71
36,0.0,0.92,0.08,0.6,0.0,0.81
37,0.0,0.84,0.11,0.47,0.0,0.72
38,0.0,0.85,0.03,0.29,0.0,0.63
39,0.0,0.84,0.09,0.26,0.0,0.37
40,0.0,0.89,0.07,0.19,0.0,0.26
41,0.0,0.85,0.06,0.21,0.0,0.21
42,0.0,0.86,0.0,0.23,0.0,0.21
43,0.0,0.81,0.0,0.27,0.0,0.23
44,0.0,0.8,0.0,0.32,0.0,0.23
45,0.0,0.82,0.0,0.27,0.0,0.18
46,0.0,0.76,0.0,0.28,0.0,0.17
