zoom,phase,beeps,score,f1,f2,f3,f4,f5,f6
False,instructional_video_0,,,0.0,0.0002,0.0071,0.0364,0.0712,0.0168
False,discussion_phase_0,,,0.0081,0.0574,0.0191,0.0226,0.0826,0.0262
False,reschu_run_0,False,11,0.0471,0.0542,0.023,0.0322,0.2143,0.0309
False,reschu_run_1,True,17,0.3227,0.0324,0.0285,0.0399,0.1829,0.0355
False,reschu_run_2,False,17,0.1613,0.0518,0.0245,0.0304,0.1523,0.0304
False,reschu_run_3,True,22,0.3273,0.0523,0.0261,0.0385,0.0537,0.0369
