zoom,phase,beeps,score,f1,f2,f3,f4,f5,f6
True,instructional_video_0,,,0.0002,0.0734,0.0872,0.0625,0.0,0.0676
True,discussion_phase_0,,,0.0005,0.0446,0.0249,0.0203,0.0,0.0393
True,reschu_run_0,True,9,0.0008,0.0492,0.0232,0.027,0.0,0.0489
True,reschu_run_1,False,10,0.0005,0.15,0.0231,0.0206,0.0005,0.0324
True,reschu_run_2,True,9,0.0,0.0301,0.0233,0.021,0.0,0.02
True,reschu_run_3,False,13,0.0001,0.1106,0.0131,0.0181,0.0006,0.0244
True,discussion_phase_1,,,0.0005,0.0922,0.0415,0.0172,0.0001,0.0377
True,reschu_run_4,True,14,0.0002,0.1343,0.0282,0.0297,0.0,0.0421
