frame,f1,f2,f3,f4,f5,f6
1,0.0,0.0,0.3,1.67,1.15,0.0
2,0.03,0.0,0.24,1.79,1.03,0.07
3,0.14,0.0,0.34,1.8,1.05,0.07
4,0.27,0.0,0.33,1.88,1.22,0.12
5,0.42,0.0,0.47,2.05,1.37,0.29
6,0.44,0.0,0.4,2.26,1.41,0.46
7,0.47,0.02,0.64,2.49,1.47,0.6
8,0.65,0.02,0.69,2.58,1.75,0.61
9,0.98,0.13,0.86,2.82,2.03,0.71
10,1.19,0.11,0.72,2.92,2.28,0.79
11,1.28,0.13,0.72,2.98,2.35,0.92
12,1.46,0.02,0.63,2.83,2.51,0.97
13,1.31,0.02,0.82,2.7,2.09,0.91
14,1.13,0.0,0.89,2.51,1.48,0.76
15,0.78,0.0,0.95,2.48,1.07,0.7
16,1.37,0.0,0.88,2.55,1.89,0.71
17,1.91,0.0,0.95,2.6,2.82,0.82
18,2.26,0.0,1.01,2.62,3.25,0.78
19,1.96,0.0,0.98,2.47,2.85,0.73
20,1.68,0.0,0.89,2.54,2.5,0.73
21,1.48,0.0,0.86,2.68,2.36,0.83
22,1.53,0.0,0.87,2.94,2.39,0.9
23,1.85,0.0,0.84,3.09,2.49,0.91
24,2.01,0.0,0.8,2.94,2.53,0.79
25,2.16,0.0,0.8,2.75,2.51,0.67
26,1.88,0.0,0.76,2.47,2.38,0.52
27,1.98,0.0,0.77,2.6,2.53,0.62
28,2.06,0.0,0.84,2.69,2.68,0.71
29,2.25,0.0,1.01,2.77,2.78,0.8
30,2.28,0.0,1.08,2.62,2.72,0.77
31,2.08,0.02,1.09,2.62,2.61,0.78
32,1.98,0.02,1.04,2.57,2.51,0.76
33,1.68,0.02,0.95,2.43,2.26,0.73
34,1.77,0.0,0.97,2.44,2.18,0.8
35,1.76,0.0,1.02,2.6,2.12,0.97
36,1.77,0.0,0.98,2.51,2.21,0.96
37,1.48,0.0,0.91,2.23,2.14,0.83
38,1.23,0.0,0.79,1.91,2.01,0.59
39,1.25,0.0,0.83,1.94,1.91,0.46
40,1.33,0.0,0.75,1.92,1.86,0.4
41,1.41,0.0,0.78,1.74,1.9,0.31
42,1.51,0.0,0.88,1.68,2.02,0.31
43,1.62,0.0,0.93,1.63,2.19,0.26
44,1.78,0.0,0.96,1.63,2.39,0.29
45,1.72,0.0,0.9,1.61,2.37,0.28
46,1.43,0.0,0.86,1.62,2.15,0.29
47,1.27,0.0,0.81,1.92,2.06,0.37
48,1.04,0.0,0.71,2.02,1.9,0.41
49,1.06,0.0,0.55,2.0,1.92,0.44
50,0.85,0.0,0.46,1.87,1.69,0.47
51,0.77,0.0,0.49,1.83,1.54,0.53
52,0.66,0.0,0.66,1.93,1.47,0.59
53,0.58,0.0,0.89,1.91,1.48,0.59
54,0.49,0.0,0.95,1.94,1.41,0.57
55,0.38,0.0,0.94,1.93,1.27,0.5
56,0.36,0.0,0.72,1.83,1.25,0.37
