w0,w1,w2,isc
-0.09843748128760553,-0.14458510959617493,-0.3040872736133795,0.23167004357304705
-0.2125066692812247,0.1035943902608478,0.23346559614259613,0.12969543899850897
0.09680008461852986,-0.41632073176935924,0.017566961284072594,-0.1120669155237755
-0.4439878254563244,0.23586838731166052,-0.2659131028028126,-0.10003237948519435
0.4442619033933638,0.1509431246212514,0.4169325553084128,-0.07904294772345473
-0.05067309051386424,-0.1339220123711682,-0.22634710410465203,0.0954467934726221
-0.02496945239992559,-0.2324029107493772,0.2220070771280996,0.08525665168160401
0.05802390412440936,0.6408483481058838,-0.2860602954711722,0.0666962381430956
-0.6121496346443661,-0.22673623268815613,0.09271669540503696,0.061316684949588925
0.09730682798373737,-0.045649811415517105,-0.4663569832887335,0.04899245932814227
-0.010116852852518367,-0.19547189357533387,-0.03070429602164306,0.02479156772752883
-0.1528232715283227,-0.0740073203767302,0.2492950973254392,-0.0537787227782038
0.3065326283084418,0.28003114235265436,0.12535654226123774,-0.05080376031477174
0.0798991146627807,0.16084787854370483,-0.23518640600418708,0.00034192813961767395
0.06191915106348944,-0.07876959952424789,0.11525176587968006,-0.006311624466686258
-0.023070029072876294,-0.07209712048736824,0.22850469243534163,-0.019709805032418256
-0.14954417103344428,-0.14532087131066201,-0.011075822619987805,-0.026740742579761872
