w0,w1,w2,isc
0.08844704020143722,-0.06519302422803515,0.038462180406384466,0.6493729657880476
-0.12803351795255838,0.020699957812220754,0.10521519506450118,-0.24082771003420453
-0.00841675142736065,0.025598268634982293,0.3499329693893559,-0.21196195682645258
0.12448787183263536,-0.0426539900505915,0.3069808857590596,0.19320608274411794
-0.3868434890270063,-0.4363629604184268,-0.6137420593505434,0.15884670872928405
0.30157037971565137,0.2603088052683167,0.05152276345037107,0.12613994641323062
0.38370689133779884,0.3361124760107224,-0.09653522125775846,0.08666316459879157
-0.04455531381439442,-0.5081259493822632,0.0035618781466476065,-0.09209452670686254
0.7052947700081423,0.46032786423526495,0.3405440050849407,0.05006069734145227
0.12321824055790823,-0.317899081023893,0.032162410331397294,0.02672053187850044
-0.1415691608869712,0.03158510082243027,-0.11895395048619566,-0.07032216296975016
0.061754278610595514,0.09775869607853581,-0.39845165496553575,-0.05868704459268399
-0.1546253357986513,-0.04495522096594136,0.2759990853204124,0.012211030061378357
-0.059909469946075204,0.13564965877503113,0.020413217650980323,-0.04423017432560073
-0.0017995130892294279,0.06610438879185443,-0.1201358187235978,-0.02728121226315162
0.04051948854838031,-0.10064148189896445,0.014370968558266273,-0.00968965610026189
0.06917848033178405,0.07122930119533528,-0.030735837084843155,-0.012364194335647095
