zoom,phase,beeps,score,f1,f2,f3,f4,f5,f6
True,instructional_video_0,,,0.0733,0.1161,0.0204,0.0019,0.07,0.0773
True,discussion_phase_0,,,0.0119,0.137,0.0203,0.0112,0.0442,0.027
True,reschu_run_0,True,13,0.0654,0.1647,0.0239,0.0056,0.0577,0.0377
True,reschu_run_1,False,14,0.5287,0.0664,0.0271,0.0314,0.0226,0.0615
True,reschu_run_2,True,9,0.4638,0.0913,0.0248,0.0342,0.0451,0.0561
True,reschu_run_3,False,15,0.4183,0.0753,0.0288,0.022,0.0156,0.0469
True,discussion_phase_1,,,0.0957,0.1974,0.0212,0.015,0.0515,0.0258
