zoom,phase,beeps,score,f1,f2,f3,f4,f5,f6
True,instructional_video_0,,,0.0005,0.079,0.0206,0.0363,0.0027,0.0314
True,discussion_phase_0,,,0.0002,0.1051,0.0191,0.0181,0.0083,0.0191
True,reschu_run_0,True,20,0.0007,0.0978,0.0335,0.0292,0.0005,0.0391
True,reschu_run_1,False,18,0.0044,0.0989,0.0336,0.0391,0.0014,0.0366
True,reschu_run_2,True,23,0.0024,0.0654,0.0323,0.0368,0.0008,0.0319
True,reschu_run_3,False,20,0.0108,0.0905,0.0319,0.0311,0.0009,0.0437
True,discussion_phase_1,,,0.0001,0.0855,0.0173,0.0167,0.003,0.0199
True,reschu_run_4,True,28,0.0261,0.0956,0.0283,0.0269,0.0,0.0486
