w0,w1,w2,isc
-0.005020373265334337,-0.17037059675956492,0.056544705964900965,0.45237252367733927
-0.13274435669978407,-0.0024885644672932197,0.018181839891663807,-0.2865582217867279
0.13639493137067812,0.3948910171417504,-0.04362393085637181,-0.24530865703973778
0.03989953660392086,-0.12447311671729289,-0.48959467040923804,0.21603352650422206
0.4832352746003715,0.14648269165660038,-0.17781914335383214,0.15361154323922432
0.13845809759000877,-0.10502776045565418,-0.04297606573863025,0.13167343019294897
0.5219216669135153,-0.6886705828506978,0.7011934211160743,0.10442789276673402
0.13462850267133022,0.14799569426672177,0.19685977825216033,-0.13171715033628412
0.5305378542988167,-0.1522089449084484,-0.20933302123430186,-0.11915639848176829
-0.14859920270863072,0.407367693022271,0.12604414851599033,0.05470565695426688
0.013320537322484123,-0.16386750953376625,-0.019060964785449823,0.037107125765716585
0.19191290489464655,-0.07736817097652017,0.29405920508845224,0.022728665635642298
0.14774093144257244,0.002593249447054458,-0.10696115174982174,-0.08837423948307208
-0.1328440508834114,-0.1371054920103289,0.11845939318623748,-0.07133496569335564
0.0033325412611204626,-0.14001633345369685,0.02088475235189166,-0.04058003069746827
0.19717881404434676,0.10230281723053036,0.11819492806214595,-0.029647816448742193
0.004300334062613947,-0.0069146407518162695,0.06747180790127863,-0.021424588438545385
