frame,f1,f2,f3,f4,f5,f6
1,1.94,0.64,0.6,0.81,4.44,0.0
2,1.76,0.65,0.78,0.86,4.21,0.03
3,1.71,0.59,0.87,0.93,4.12,0.04
4,1.92,0.43,0.88,1.06,4.19,0.07
5,2.09,0.29,0.89,1.12,4.19,0.09
6,2.26,0.23,0.89,1.15,4.19,0.08
7,2.21,0.24,0.92,1.09,4.16,0.03
8,2.16,0.31,0.95,1.07,4.16,0.0
9,2.07,0.4,0.9,1.09,4.1,0.02
10,2.2,0.49,0.84,1.1,4.19,0.02
11,2.25,0.47,0.8,1.09,4.21,0.03
12,2.23,0.3,0.78,1.05,4.06,0.01
13,2.14,0.14,0.8,1.19,3.82,0.01
14,2.04,0.01,0.86,1.25,3.58,0.0
15,1.97,0.11,0.94,1.39,3.48,0.0
16,1.97,0.26,0.85,1.6,3.56,0.09
17,2.17,0.45,0.77,1.84,3.74,0.14
18,2.49,0.5,0.77,2.02,3.98,0.19
19,2.71,0.49,0.84,2.0,4.01,0.16
20,2.84,0.43,0.92,1.98,4.07,0.11
21,2.95,0.39,0.99,1.91,4.25,0.05
22,3.1,0.38,1.07,1.91,4.43,0.04
23,3.15,0.36,1.06,1.95,4.49,0.09
24,3.22,0.44,1.02,1.95,4.55,0.09
25,3.24,0.57,0.93,1.92,4.54,0.05
26,3.26,0.67,0.88,1.9,4.58,0.0
27,3.51,0.66,0.97,1.98,4.63,0.0
28,3.7,0.73,1.06,2.11,4.59,0.0
29,4.11,0.68,1.09,2.2,4.6,0.0
30,4.29,0.72,1.1,2.26,4.58,0.0
31,4.5,0.58,1.13,2.25,4.65,0.0
32,4.45,0.61,1.18,2.28,4.64,0.0
33,4.42,0.58,1.14,2.28,4.64,0.0
34,4.52,0.65,1.17,2.37,4.53,0.0
35,4.7,0.67,1.18,2.47,4.53,0.0
36,4.75,0.59,1.33,2.55,4.46,0.02
37,5.03,0.35,1.42,2.59,4.61,0.02
38,5.19,0.12,1.58,2.57,4.61,0.02
39,5.43,0.0,1.61,2.6,4.63,0.0
40,5.63,0.0,1.65,2.63,4.83,0.0
41,5.91,0.0,1.69,2.64,5.13,0.0
42,6.28,0.02,1.7,2.67,5.5,0.0
43,6.38,0.06,1.63,2.63,5.63,0.0
44,6.44,0.1,1.59,2.62,5.72,0.0
45,6.52,0.23,1.53,2.54,5.73,0.0
46,6.6,0.42,1.51,2.47,5.7,0.0
47,6.7,0.47,1.48,2.46,5.77,0.0
48,6.61,0.4,1.56,2.49,5.81,0.0
49,6.53,0.42,1.66,2.61,5.8,0.0
