frame,c1,c2,c3
1,0.1477729367688778,-0.05957349165192048,0.22642558791810818
2,0.11625395748770265,-0.06498327302148267,0.22125407046926937
3,0.07479368498400454,-0.06978913559738918,0.2169314049865205
4,0.04020625745908867,-0.06451613191375276,0.19653102487089644
5,0.07483390864442693,-0.08112459914103123,0.18656902838072845
6,0.11152675536548483,-0.09419238917366503,0.17111543357703457
7,0.12845401506834825,-0.10331910497198286,0.1499569243926798
8,0.11871728804602413,-0.097034208950415,0.13867227683793895
9,0.11902721793044735,-0.09676284643331459,0.154008471435563
10,0.12390037866413373,-0.10315099694304668,0.17119505911877686
11,0.10061607079779208,-0.10167402286443794,0.18843158596424278
12,0.10825861208218267,-0.10531479832139903,0.16690353559014376
13,0.13328672938576677,-0.11189236752072587,0.14145517976559746
14,0.17189988312412746,-0.11551541056437371,0.1161823084499778
15,0.16629387323470385,-0.10323729806993534,0.10625421483477046
16,0.14867259778614722,-0.08872254975132311,0.10164004296549635
17,0.13983390632050793,-0.09211258074275962,0.11820226133842308
18,0.12879581700408793,-0.09875078310893352,0.14144946320567592
19,0.0876059198759235,-0.0957235918074053,0.15817516104572665
20,0.04855221374776551,-0.08293168328528393,0.15991696206428013
21,0.03248960367436979,-0.07891672876849516,0.1692519843172602
22,0.04070201408476063,-0.08720255532014183,0.17028099551241715
23,0.055145554705593625,-0.09208699178352149,0.1785748299238954
24,0.08926777618334136,-0.12017890414206653,0.19483769160723327
25,0.11556612170024969,-0.13012844205803897,0.21882607749882
26,0.14536666524587302,-0.15003972883619218,0.24446545557920416
27,0.1414629391100077,-0.14052920039638542,0.23842925158173575
28,0.1566303736441779,-0.14919704858497124,0.2506576623281064
29,0.152153022289341,-0.1442373410396528,0.22515325480324738
30,0.1312084600322525,-0.13707750006868438,0.21456957613966068
31,0.10940219276587397,-0.12179703979147076,0.18349343103797958
32,0.1070794598299079,-0.121492009897414,0.1851357700624415
33,0.10118139886313482,-0.12051752236932176,0.18510946535792908
34,0.09469426425346852,-0.12413533852335347,0.2007148010205635
35,0.10236738166608748,-0.12750552811476012,0.21010833707447937
36,0.11438487937949995,-0.11461956505528378,0.2005651060459248
37,0.12125638282200236,-0.11179836231675584,0.1644004913160464
38,0.10625008075499241,-0.10400030387476336,0.1423395910444952
39,0.10663650818580842,-0.11327404414349862,0.1287248341318714
