frame,f1,f2,f3,f4,f5,f6
1,1.68,0.0,1.15,3.53,1.84,1.34
2,1.91,0.0,1.07,3.27,1.9,1.37
3,1.99,0.0,1.07,3.31,1.66,1.51
4,1.97,0.0,1.05,3.18,1.27,1.65
5,1.86,0.0,1.11,2.96,1.01,1.61
6,1.64,0.0,1.32,2.65,0.91,1.61
7,1.42,0.0,1.72,2.62,0.79,1.84
8,1.18,0.0,1.86,2.44,0.62,1.88
9,1.04,0.0,1.91,2.21,0.42,2.02
10,0.81,0.0,1.85,1.76,0.3,1.85
11,0.54,0.0,1.89,1.61,0.13,1.76
12,0.28,0.0,2.0,1.55,0.05,1.55
13,0.1,0.0,2.11,1.72,0.0,1.61
14,0.02,0.0,2.08,1.88,0.0,1.78
15,0.0,0.0,2.05,1.82,0.0,1.81
16,0.0,0.0,2.12,1.88,0.0,1.85
17,0.0,0.0,2.26,1.91,0.0,1.98
18,0.0,0.0,2.26,2.06,0.0,2.15
19,0.0,0.0,2.15,2.08,0.0,2.07
20,0.0,0.0,2.08,2.03,0.04,1.76
21,0.0,0.0,1.96,2.07,0.04,1.5
22,0.07,0.0,1.86,2.14,0.04,1.45
23,0.26,0.0,1.71,2.44,0.0,1.5
24,0.49,0.0,1.68,2.76,0.01,1.47
25,0.64,0.0,1.59,3.03,0.01,1.45
26,0.77,0.0,1.67,3.2,0.05,1.4
27,0.89,0.0,1.61,3.13,0.04,1.45
28,1.01,0.0,1.59,3.21,0.05,1.48
29,1.09,0.0,1.44,3.22,0.01,1.58
30,1.12,0.0,1.46,3.29,0.01,1.73
31,1.08,0.0,1.65,3.46,0.0,2.02
32,0.93,0.0,2.01,3.64,0.0,2.22
33,0.71,0.0,2.48,4.0,0.0,2.48
34,0.5,0.0,2.55,4.09,0.03,2.64
35,0.42,0.0,2.73,4.15,0.02,2.89
36,0.36,0.16,2.59,3.88,0.04,2.82
37,0.29,0.18,2.51,3.6,0.11,2.63
38,0.16,0.18,2.25,3.46,0.17,2.52
39,0.14,0.02,2.02,3.68,0.18,2.6
40,0.25,0.0,1.91,3.89,0.09,2.76
41,0.39,0.0,1.41,4.01,0.07,2.75
42,0.56,0.0,1.0,3.7,0.22,2.51
43,0.76,0.0,0.62,3.49,0.27,2.35
44,0.9,0.0,0.65,3.3,0.34,2.15
45,0.95,0.0,0.85,3.38,0.21,2.23
46,0.88,0.01,0.97,3.57,0.26,2.41
47,0.92,0.01,1.0,3.66,0.32,2.6
48,0.92,0.01,0.79,3.32,0.42,2.62
49,0.9,0.01,0.74,2.81,0.49,2.36
50,0.88,0.03,0.61,2.48,0.68,2.26
51,1.0,0.03,0.6,2.56,0.93,2.34
52,1.36,0.03,0.49,2.41,1.25,2.48
53,1.81,0.0,0.5,2.29,1.49,2.54
54,2.18,0.0,0.45,2.14,1.76,2.66
55,2.27,0.03,0.41,2.24,1.81,2.71
56,2.11,0.03,0.34,2.26,1.63,2.57
57,1.88,0.03,0.4,2.34,1.31,2.43
58,1.68,0.0,0.62,2.59,1.1,2.47
59,1.39,0.0,0.82,2.81,0.83,2.64
60,1.09,0.0,1.07,2.9,0.62,2.38
61,0.97,0.0,1.12,3.15,0.38,2.32
62,1.04,0.0,1.21,3.18,0.29,2.12
63,1.29,0.0,1.21,3.36,0.25,2.38
64,1.35,0.0,1.26,3.0,0.34,2.09
65,1.47,0.0,1.2,2.77,0.54,1.79
66,1.49,0.0,1.24,2.45,0.73,1.44
67,1.24,0.0,1.24,2.22,0.57,1.24
68,0.99,0.0,1.33,2.14,0.33,1.13
69,0.79,0.0,1.25,2.13,0.03,0.96
70,0.95,0.0,1.2,2.23,0.07,0.96
71,1.17,0.0,1.18,2.34,0.22,1.01
72,1.01,0.0,1.16,2.33,0.22,1.09
73,0.84,0.0,1.12,2.34,0.15,1.23
74,0.49,0.0,0.83,2.28,0.0,1.26
75,0.58,0.0,0.68,2.27,0.0,1.25
76,0.52,0.0,0.47,2.36,0.0,1.11
77,0.52,0.0,0.52,2.3,0.0,1.03
78,0.42,0.0,0.42,2.26,0.0,0.92
79,0.44,0.0,0.41,2.28,0.0,0.89
80,0.43,0.0,0.43,2.12,0.0,0.8
81,0.43,0.0,0.45,2.17,0.0,0.83
82,0.41,0.0,0.63,2.14,0.0,0.96
83,0.45,0.0,0.67,2.31,0.0,1.07
84,0.41,0.0,0.78,2.27,0.0,1.06
85,0.39,0.0,0.77,2.34,0.0,0.95
86,0.33,0.0,0.71,2.47,0.0,0.95
87,0.38,0.0,0.75,2.65,0.0,0.98
88,0.35,0.0,0.81,2.66,0.0,1.01
89,0.31,0.0,0.95,2.64,0.0,1.05
90,0.24,0.0,0.93,2.61,0.0,1.11
91,0.25,0.0,0.89,2.37,0.0,0.93
92,0.23,0.0,0.97,2.25,0.0,0.81
93,0.24,0.0,0.94,2.05,0.0,0.64
94,0.27,0.0,0.89,2.0,0.0,0.62
95,0.29,0.0,0.76,1.96,0.0,0.55
96,0.26,0.0,0.88,1.94,0.0,0.58
97,0.27,0.0,1.04,2.07,0.0,0.66
98,0.32,0.0,1.1,1.96,0.0,0.68
99,0.41,0.01,1.08,1.97,0.0,0.79
100,0.36,0.01,0.88,1.86,0.0,0.83
101,0.31,0.01,0.9,1.87,0.0,0.93
102,0.27,0.0,0.76,1.78,0.0,0.84
103,0.24,0.0,1.0,1.91,0.0,0.91
104,0.28,0.0,1.03,1.98,0.0,1.03
105,0.31,0.0,1.02,1.88,0.0,1.14
106,0.38,0.0,0.83,1.81,0.0,1.17
107,0.37,0.0,0.73,1.8,0.0,1.09
108,0.29,0.0,0.75,1.82,0.0,0.98
109,0.22,0.0,0.81,1.63,0.0,0.82
110,0.16,0.0,0.91,1.32,0.0,0.65
111,0.18,0.0,0.91,1.31,0.0,0.58
112,0.24,0.0,0.96,1.46,0.0,0.62
113,0.35,0.0,1.1,1.64,0.0,0.63
114,0.44,0.0,1.32,1.64,0.0,0.69
115,0.55,0.0,1.5,1.69,0.01,0.69
116,0.78,0.0,1.55,1.73,0.18,0.73
117,0.79,0.0,1.59,1.78,0.22,0.66
118,0.99,0.0,1.53,1.7,0.39,0.64
119,0.89,0.0,1.28,1.73,0.36,0.61
120,0.86,0.0,1.23,1.67,0.38,0.71
121,0.74,0.0,1.14,1.57,0.32,0.79
122,0.57,0.0,1.23,1.35,0.19,0.8
123,0.68,0.0,1.07,1.39,0.21,0.84
124,0.63,0.0,0.99,1.68,0.15,1.0
125,0.72,0.0,0.95,1.99,0.14,1.2
126,0.7,0.0,0.98,2.12,0.07,1.29
127,0.72,0.02,1.02,2.08,0.04,1.24
128,0.75,0.02,1.0,2.17,0.07,1.27
129,0.73,0.02,0.9,2.18,0.07,1.26
130,0.67,0.0,0.85,2.2,0.07,1.24
131,0.66,0.0,0.78,2.09,0.09,1.05
132,0.79,0.0,0.82,2.1,0.26,0.9
133,0.92,0.0,0.8,1.99,0.41,0.78
134,0.96,0.0,0.81,1.97,0.48,0.78
135,0.9,0.0,0.79,1.89,0.45,0.74
136,0.71,0.0,0.8,1.97,0.31,0.85
137,0.58,0.0,0.82,2.07,0.22,0.94
138,0.62,0.0,0.9,2.16,0.29,1.02
139,0.66,0.0,0.97,2.25,0.35,1.03
140,0.65,0.0,0.86,2.34,0.34,1.12
141,0.45,0.0,0.77,2.38,0.14,1.19
142,0.35,0.0,0.59,2.35,0.03,1.23
143,0.3,0.0,0.69,2.25,0.0,1.15
144,0.41,0.0,0.61,2.19,0.07,1.13
145,0.43,0.0,0.59,2.06,0.07,1.02
146,0.46,0.0,0.52,1.98,0.1,0.98
147,0.36,0.0,0.61,1.9,0.03,0.93
148,0.36,0.0,0.71,1.86,0.03,0.92
149,0.33,0.0,0.75,1.89,0.0,0.94
150,0.29,0.0,0.76,1.95,0.0,0.93
151,0.3,0.0,0.78,1.94,0.0,0.89
152,0.29,0.0,0.73,1.91,0.0,0.88
153,0.27,0.0,0.64,1.89,0.0,0.95
154,0.26,0.0,0.61,2.02,0.0,1.04
155,0.28,0.0,0.66,2.0,0.0,1.01
156,0.28,0.0,0.81,1.98,0.0,1.03
157,0.25,0.0,0.97,1.93,0.0,1.04
158,0.22,0.0,1.11,1.9,0.0,1.08
159,0.21,0.0,1.12,1.94,0.0,1.04
160,0.16,0.0,0.94,1.86,0.0,0.96
161,0.11,0.0,0.85,1.89,0.0,0.94
162,0.12,0.0,0.72,1.7,0.0,0.86
163,0.15,0.0,0.7,1.62,0.01,0.91
164,0.17,0.0,0.54,1.47,0.03,0.87
165,0.15,0.0,0.54,1.47,0.03,0.91
166,0.15,0.0,0.55,1.5,0.02,0.9
167,0.25,0.0,0.61,1.69,0.08,1.04
168,0.26,0.0,0.66,1.78,0.08,1.0
169,0.24,0.0,0.73,1.78,0.08,0.97
170,0.15,0.0,0.75,1.7,0.02,0.84
171,0.14,0.0,0.79,1.69,0.02,0.91
172,0.12,0.0,0.81,1.73,0.06,0.89
173,0.2,0.0,0.88,1.72,0.12,0.94
174,0.21,0.0,0.93,1.72,0.12,0.93
175,0.22,0.0,0.92,1.54,0.09,0.96
176,0.1,0.0,0.85,1.67,0.0,1.04
177,0.12,0.0,0.63,1.75,0.01,1.04
178,0.1,0.0,0.59,1.95,0.01,0.99
179,0.15,0.0,0.49,1.84,0.03,0.84
180,0.11,0.0,0.77,1.76,0.02,0.78
181,0.11,0.0,0.8,1.51,0.02,0.68
182,0.1,0.0,0.86,1.49,0.0,0.64
183,0.12,0.0,0.83,1.5,0.0,0.58
184,0.14,0.0,0.84,1.71,0.0,0.71
185,0.09,0.0,0.91,1.73,0.0,0.75
186,0.05,0.0,0.79,1.75,0.0,0.83
187,0.03,0.0,0.71,1.75,0.0,0.84
188,0.05,0.0,0.71,1.73,0.0,0.84
