frame,f1,f2,f3,f4,f5,f6
1,0.7,0.38,0.1,1.48,0.16,0.4
2,0.92,0.7,0.32,1.88,0.22,0.44
3,1.0,0.75,0.44,2.0,0.16,0.43
4,0.92,0.5,0.59,2.02,0.07,0.53
5,0.86,0.34,0.59,2.29,0.01,0.65
6,0.84,0.33,0.71,2.71,0.02,0.86
7,0.92,0.3,0.61,2.88,0.02,0.85
8,0.87,0.3,0.52,2.8,0.0,0.87
9,0.83,0.26,0.38,2.62,0.0,0.76
10,0.82,0.3,0.37,2.39,0.0,0.66
11,0.95,0.49,0.3,2.33,0.0,0.53
12,1.14,0.54,0.33,2.11,0.02,0.41
13,1.32,0.59,0.33,2.17,0.13,0.42
14,1.53,0.52,0.39,2.12,0.3,0.41
15,1.66,0.45,0.41,2.29,0.29,0.47
16,1.68,0.36,0.44,2.38,0.18,0.46
17,1.74,0.28,0.48,2.56,0.17,0.51
18,1.73,0.3,0.39,2.64,0.23,0.53
19,1.76,0.32,0.41,2.83,0.34,0.59
20,1.59,0.28,0.53,2.89,0.19,0.56
21,1.53,0.21,0.56,3.0,0.19,0.63
22,1.52,0.08,0.64,2.94,0.1,0.68
23,1.51,0.05,0.67,2.57,0.1,0.65
24,1.45,0.1,0.98,2.15,0.01,0.6
25,1.43,0.23,1.27,1.71,0.01,0.59
26,1.57,0.23,1.71,1.58,0.06,0.64
27,1.65,0.26,2.04,1.36,0.09,0.48
28,1.63,0.13,2.24,1.29,0.08,0.27
29,1.59,0.13,2.1,1.41,0.03,0.18
30,1.55,0.03,1.82,1.63,0.0,0.24
31,1.38,0.02,1.36,1.88,0.0,0.47
32,1.1,0.11,1.01,2.18,0.0,0.76
33,0.96,0.19,0.81,2.37,0.0,0.94
34,1.01,0.19,0.84,2.49,0.01,1.03
35,1.16,0.16,0.89,2.29,0.01,0.91
36,1.23,0.14,0.71,2.23,0.01,0.86
37,1.17,0.21,0.5,2.09,0.0,0.72
38,1.03,0.25,0.51,1.92,0.0,0.77
39,0.79,0.45,0.72,1.51,0.0,0.77
40,0.48,0.87,0.67,1.2,0.0,0.85
41,0.25,1.08,0.46,1.04,0.0,0.95
42,0.15,1.11,0.22,0.98,0.0,1.07
43,0.19,0.95,0.26,0.85,0.0,1.0
44,0.3,0.98,0.59,0.58,0.0,0.65
45,0.4,0.92,0.82,0.46,0.0,0.27
46,0.5,0.87,1.04,0.35,0.0,0.05
47,0.44,0.78,0.97,0.38,0.0,0.01
48,0.29,0.94,1.05,0.36,0.0,0.06
49,0.13,1.12,0.78,0.65,0.09,0.34
50,0.02,1.33,0.49,0.92,0.15,0.55
51,0.01,1.51,0.27,1.2,0.27,0.67
52,0.04,1.56,0.21,1.04,0.3,0.48
53,0.13,1.55,0.19,0.83,0.39,0.28
54,0.17,1.25,0.08,0.71,0.41,0.3
55,0.21,1.08,0.16,0.73,0.39,0.21
56,0.18,0.89,0.61,0.66,0.33,0.19
57,0.25,0.8,1.04,0.56,0.2,0.08
58,0.28,0.64,1.32,0.38,0.1,0.08
59,0.41,0.57,1.28,0.35,0.1,0.08
60,0.57,0.5,1.45,0.3,0.19,0.05
61,0.77,0.48,1.62,0.5,0.29,0.19
