,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,5210,5347.0,24047,24184.0,0
1,discussion_phase_0,43844,43981.0,52842,52979.0,0
2,reschu_run_0,54367,54504.0,63366,63503.0,0
3,reschu_run_1,68629,68766.0,77628,77765.0,0
4,reschu_run_2,81037,81174.0,90035,90172.0,0
5,reschu_run_3,93212,93349.0,102209,102346.0,0
6,discussion_phase_1,105143,105280.0,114144,114281.0,0
7,reschu_run_4,115473,115610.0,124472,124609.0,0
8,reschu_run_5,127686,127823.0,136681,136818.0,0
9,reschu_run_6,139476,139613.0,148470,148607.0,0
10,reschu_run_7,151392,151529.0,160390,160527.0,0
