,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,29033,31395.0,66714,69076.0,0
1,discussion_phase_0,107167,109529.0,125158,127520.0,0
2,reschu_run_0,127956,130318.0,145951,148313.0,0
3,reschu_run_1,153612,155974.0,171603,173965.0,0
4,reschu_run_2,177757,180119.0,195748,198110.0,0
5,reschu_run_3,201793,204155.0,219782,222144.0,0
6,discussion_phase_1,223629,225991.0,241621,243983.0,0
7,reschu_run_4,243583,245945.0,261577,263939.0,0
8,reschu_run_5,267270,269632.0,285262,287624.0,0
9,reschu_run_6,290629,292991.0,308622,310984.0,0
10,reschu_run_7,313709,316071.0,331700,334062.0,0
