,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,3978,6065.0,22817,24904.0,0
1,discussion_phase_0,43109,45196.0,49110,51197.0,0
2,reschu_run_0,50070,52157.0,55270,57357.0,0
3,reschu_run_1,61116,63203.0,70117,72204.0,0
4,reschu_run_2,71904,73991.0,80905,82992.0,0
5,reschu_run_3,82652,84739.0,91651,93738.0,0
6,discussion_phase_1,92952,95039.0,98864,100951.0,0
7,reschu_run_4,100124,102211.0,109124,111211.0,0
8,reschu_run_5,111328,113415.0,120328,122415.0,0
9,reschu_run_6,122314,124401.0,127229,129316.0,0
10,reschu_run_7,130966,133053.0,139966,142053.0,0
