frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.43, 0.44, 1.45, 0.35, -1.42, -1.38, 0.49, -1.02, -0.62, -0.72, 0.17, 0.47, 0.31, 0.54, 0.54, 0.51, 0.66, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2, 0, 0.017, 0.98, 1, 0.23, 0.19, 1.85, -0.13, -1.13, -0.82, 0.75, -0.73, -0.66, -0.26, 0.50, 0.64, 0.65, 0.38, 0.29, 0.34, 0.01, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
3, 0, 0.033, 0.98, 1, 0.23, 0.31, 1.74, 0.27, -0.98, -0.58, 0.62, -0.56, -0.60, -0.25, 0.45, 0.82, 0.29, 0.49, 0.34, 0.28, 0.12, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
4, 0, 0.050, 0.98, 1, 0.24, 0.44, 1.78, -0.02, -1.16, -0.78, 0.57, -0.64, -0.56, -0.20, 0.34, 0.84, 0.48, 0.58, 0.41, -0.02, 0.18, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5, 0, 0.067, 0.98, 1, 0.43, 0.30, 1.82, 0.07, -1.04, -0.68, 0.57, -0.51, -0.53, -0.26, 0.23, 0.62, 0.56, 0.58, 0.46, 0.28, 0.47, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
6, 0, 0.083, 0.98, 1, 0.43, 0.43, 1.82, 0.21, -1.00, -0.60, 0.59, -0.45, -0.52, -0.30, 0.19, 0.59, 0.57, 0.59, 0.39, 0.32, 0.43, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
7, 0, 0.100, 0.98, 1, 0.33, 0.34, 1.70, 0.32, -1.08, -0.32, 0.59, -0.31, -0.44, -0.19, 0.38, 0.46, 0.14, 0.54, 0.49, 0.34, 0.38, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8, 0, 0.117, 0.98, 1, 0.65, 0.58, 2.00, 0.14, -1.10, -0.13, 0.58, -0.06, -0.50, -0.11, 0.12, 0.40, 0.05, 0.69, -0.11, 0.28, 0.02, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
9, 0, 0.133, 0.98, 1, 0.64, 0.55, 2.03, 0.22, -1.05, -0.26, 0.51, -0.23, -0.49, -0.08, 0.15, 0.28, 0.10, 0.62, 0.07, 0.33, 0.19, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
10, 0, 0.150, 0.98, 1, 0.73, 0.62, 2.14, 0.21, -1.07, -0.17, 0.47, -0.28, -0.51, 0.00, 0.22, 0.37, 0.17, 0.65, 0.13, 0.39, 0.37, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
