,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,8714,8739.0,27553,27578.0,0
1,reschu_run_0,54394,54419.0,63394,63419.0,0
2,reschu_run_1,71580,958.0,80580,9958.0,1
3,reschu_run_2,83465,12843.0,92465,21843.0,1
4,reschu_run_3,95214,24592.0,104215,33593.0,1
5,discussion_phase_1,106501,35879.0,114556,43934.0,1
6,reschu_run_4,115254,44632.0,124254,53632.0,1
7,reschu_run_5,128285,57663.0,137285,66663.0,1
8,reschu_run_6,139196,68574.0,148197,77575.0,1
9,reschu_run_7,150302,79680.0,159302,88680.0,1
