frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
11,  0,  0.167,  0.98,  1, 1.09, 0.00, 2.25, 0.09, 0.00, 0.00, 0.34, 1.00, 0.07, 0.12, 0.70, 0.61, 0.00, 0.73, 1.23, 2.13, 1.45, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
12,  0,  0.183,  0.98,  1, 1.23, 0.00, 2.22, 0.19, 0.00, 0.00, 0.45, 0.90, 0.02, 0.00, 0.54, 0.44, 0.00, 0.76, 1.30, 1.95, 1.46, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
13,  0,  0.200,  0.98,  1, 1.27, 0.00, 2.13, 0.33, 0.00, 0.00, 0.55, 0.74, 0.03, 0.00, 0.30, 0.20, 0.00, 0.78, 1.32, 1.93, 1.59, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
14,  0,  0.217,  0.98,  1, 1.29, 0.00, 2.09, 0.36, 0.00, 0.00, 0.58, 0.61, 0.03, 0.00, 0.09, 0.00, 0.00, 0.78, 1.35, 1.89, 1.77, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
15,  0,  0.233,  0.98,  1, 1.28, 0.00, 2.14, 0.39, 0.00, 0.00, 0.54, 0.62, 0.01, 0.00, 0.05, 0.00, 0.00, 0.78, 1.36, 1.88, 1.87, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
16,  0,  0.250,  0.98,  1, 1.25, 0.02, 2.09, 0.37, 0.00, 0.00, 0.52, 0.65, 0.00, 0.00, 0.03, 0.00, 0.00, 0.78, 1.38, 2.03, 1.84, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
17,  0,  0.267,  0.98,  1, 1.17, 0.02, 2.11, 0.49, 0.00, 0.00, 0.60, 0.52, 0.00, 0.00, 0.03, 0.11, 0.00, 0.84, 1.34, 2.27, 1.74, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
18,  0,  0.283,  0.93,  1, 1.08, 0.07, 2.05, 0.47, 0.00, 0.00, 0.70, 0.51, 0.01, 0.00, 0.14, 0.21, 0.00, 0.88, 1.25, 2.53, 1.50, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
19,  0,  0.300,  0.93,  1, 1.06, 0.06, 2.08, 0.45, 0.00, 0.00, 0.80, 0.46, 0.01, 0.00, 0.18, 0.31, 0.00, 0.94, 1.19, 2.60, 1.48, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
20,  0,  0.317,  0.93,  1, 1.02, 0.06, 2.07, 0.40, 0.00, 0.01, 0.76, 0.59, 0.01, 0.00, 0.27, 0.28, 0.00, 0.93, 1.23, 2.67, 1.33, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
21,  0,  0.333,  0.98,  1, 1.02, 0.00, 2.11, 0.44, 0.00, 0.01, 0.72, 0.54, 0.00, 0.00, 0.22, 0.25, 0.00, 0.94, 1.33, 2.69, 1.33, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
22,  0,  0.350,  0.98,  1, 0.87, 0.00, 2.19, 0.43, 0.00, 0.01, 0.60, 0.59, 0.02, 0.00, 0.31, 0.17, 0.00, 0.91, 1.44, 2.49, 1.29, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
23,  0,  0.367,  0.93,  1, 0.81, 0.02, 2.24, 0.37, 0.00, 0.00, 0.59, 0.57, 0.03, 0.00, 0.45, 0.10, 0.00, 0.89, 1.50, 2.27, 1.43, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
24,  0,  0.383,  0.93,  1, 0.75, 0.02, 2.19, 0.25, 0.00, 0.00, 0.53, 0.61, 0.11, 0.09, 0.72, 0.03, 0.00, 0.91, 1.64, 2.21, 1.40, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
25,  0,  0.400,  0.98,  1, 0.79, 0.02, 2.11, 0.14, 0.00, 0.00, 0.47, 0.62, 0.18, 0.26, 0.84, 0.01, 0.00, 0.93, 1.64, 2.19, 1.36, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
26,  0,  0.417,  0.93,  1, 0.81, 0.00, 2.02, 0.04, 0.00, 0.00, 0.38, 0.66, 0.24, 0.42, 0.88, 0.00, 0.00, 0.94, 1.57, 2.17, 1.32, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
27,  0,  0.433,  0.93,  1, 0.80, 0.00, 2.00, 0.02, 0.00, 0.00, 0.30, 0.71, 0.24, 0.46, 0.90, 0.00, 0.00, 0.91, 1.38, 2.06, 1.37, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
28,  0,  0.450,  0.93,  1, 0.85, 0.00, 1.91, 0.09, 0.00, 0.00, 0.26, 0.73, 0.20, 0.29, 0.85, 0.09, 0.00, 0.89, 1.24, 1.91, 1.49, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
29,  0,  0.467,  0.93,  1, 0.87, 0.00, 1.86, 0.20, 0.00, 0.00, 0.19, 0.77, 0.18, 0.14, 0.83, 0.29, 0.00, 0.86, 1.24, 1.83, 1.52, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
30,  0,  0.483,  0.93,  1, 0.92, 0.01, 1.74, 0.34, 0.00, 0.00, 0.15, 0.79, 0.14, 0.10, 0.74, 0.37, 0.00, 0.77, 1.28, 1.70, 1.65, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
31,  0,  0.500,  0.93,  1, 0.91, 0.06, 1.69, 0.47, 0.00, 0.00, 0.09, 0.81, 0.14, 0.18, 0.81, 0.37, 0.00, 0.70, 1.44, 1.79, 1.68, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
32,  0,  0.517,  0.93,  1, 0.94, 0.06, 1.54, 0.53, 0.00, 0.00, 0.07, 0.75, 0.16, 0.18, 0.93, 0.28, 0.00, 0.59, 1.27, 1.98, 1.72, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
33,  0,  0.533,  0.93,  1, 0.96, 0.04, 1.54, 0.54, 0.00, 0.00, 0.03, 0.70, 0.17, 0.09, 1.05, 0.30, 0.00, 0.55, 1.10, 2.05, 1.72, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
34,  0,  0.550,  0.93,  1, 0.90, 0.00, 1.37, 0.58, 0.00, 0.00, 0.00, 0.63, 0.19, 0.09, 0.99, 0.20, 0.00, 0.46, 0.92, 2.26, 1.73, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
35,  0,  0.567,  0.93,  1, 0.88, 0.00, 1.31, 0.62, 0.00, 0.00, 0.00, 0.65, 0.23, 0.19, 0.87, 0.13, 0.00, 0.38, 0.97, 2.25, 1.83, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
36,  0,  0.583,  0.93,  1, 0.73, 0.00, 1.23, 0.61, 0.00, 0.00, 0.00, 0.63, 0.26, 0.33, 0.85, 0.03, 0.00, 0.27, 1.01, 2.26, 2.15, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
37,  0,  0.600,  0.93,  1, 0.73, 0.00, 1.38, 0.48, 0.00, 0.00, 0.00, 0.59, 0.30, 0.40, 0.96, 0.03, 0.00, 0.18, 1.07, 2.17, 2.40, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
38,  0,  0.617,  0.93,  1, 0.66, 0.10, 1.54, 0.26, 0.00, 0.00, 0.00, 0.52, 0.30, 0.42, 1.02, 0.00, 0.00, 0.18, 1.05, 1.92, 2.35, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
39,  0,  0.633,  0.98,  1, 0.62, 0.10, 1.69, 0.11, 0.00, 0.00, 0.02, 0.54, 0.34, 0.41, 1.01, 0.00, 0.00, 0.19, 0.96, 1.76, 2.09, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
40,  0,  0.650,  0.98,  1, 0.34, 0.10, 1.74, 0.00, 0.00, 0.00, 0.05, 0.53, 0.34, 0.44, 0.95, 0.00, 0.00, 0.16, 1.01, 1.52, 1.59, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
41,  0,  0.667,  0.98,  1, 0.13, 0.00, 1.71, 0.00, 0.00, 0.00, 0.05, 0.57, 0.33, 0.42, 0.95, 0.00, 0.00, 0.09, 1.16, 1.44, 1.30, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
42,  0,  0.683,  0.98,  1, 0.00, 0.00, 1.69, 0.00, 0.00, 0.00, 0.04, 0.44, 0.32, 0.39, 0.88, 0.00, 0.00, 0.08, 1.22, 1.40, 0.78, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
43,  0,  0.700,  0.98,  1, 0.00, 0.00, 1.66, 0.00, 0.00, 0.00, 0.02, 0.46, 0.37, 0.34, 0.83, 0.00, 0.00, 0.09, 1.15, 1.44, 0.54, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
44,  0,  0.717,  0.98,  1, 0.00, 0.00, 1.79, 0.00, 0.00, 0.00, 0.03, 0.30, 0.40, 0.31, 0.80, 0.00, 0.00, 0.07, 1.13, 1.46, 0.30, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
45,  0,  0.733,  0.98,  1, 0.00, 0.00, 1.95, 0.00, 0.00, 0.00, 0.05, 0.29, 0.41, 0.30, 0.85, 0.00, 0.00, 0.02, 1.24, 1.38, 0.21, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
46,  0,  0.750,  0.98,  1, 0.00, 0.00, 2.14, 0.00, 0.00, 0.00, 0.03, 0.15, 0.36, 0.24, 0.78, 0.00, 0.00, 0.00, 1.25, 1.31, 0.10, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
47,  0,  0.767,  0.98,  1, 0.00, 0.00, 2.24, 0.00, 0.00, 0.00, 0.02, 0.12, 0.38, 0.28, 0.67, 0.00, 0.00, 0.00, 1.19, 1.31, 0.03, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
48,  0,  0.783,  0.98,  1, 0.00, 0.00, 2.21, 0.00, 0.00, 0.00, 0.00, 0.05, 0.42, 0.20, 0.38, 0.00, 0.00, 0.00, 1.16, 1.34, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
49,  0,  0.800,  0.98,  1, 0.00, 0.12, 2.21, 0.00, 0.00, 0.00, 0.00, 0.08, 0.45, 0.16, 0.40, 0.00, 0.00, 0.00, 1.13, 1.28, 0.01, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
50,  0,  0.817,  0.98,  1, 0.00, 0.16, 2.21, 0.00, 0.00, 0.00, 0.00, 0.04, 0.44, 0.04, 0.42, 0.00, 0.00, 0.00, 1.05, 1.24, 0.07, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
51,  0,  0.833,  0.98,  1, 0.00, 0.22, 2.30, 0.00, 0.00, 0.00, 0.00, 0.04, 0.40, 0.04, 0.58, 0.00, 0.00, 0.00, 0.93, 1.16, 0.15, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
52,  0,  0.850,  0.98,  1, 0.00, 0.21, 2.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.36, 0.09, 0.42, 0.00, 0.00, 0.00, 0.93, 1.19, 0.14, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
53,  0,  0.867,  0.98,  1, 0.00, 0.24, 2.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.33, 0.20, 0.40, 0.00, 0.00, 0.00, 1.00, 1.17, 0.08, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
54,  0,  0.883,  0.98,  1, 0.02, 0.44, 2.10, 0.00, 0.00, 0.00, 0.00, 0.07, 0.28, 0.40, 0.35, 0.00, 0.00, 0.00, 1.16, 1.18, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
55,  0,  0.900,  0.98,  1, 0.04, 0.60, 2.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.26, 0.50, 0.41, 0.00, 0.00, 0.00, 1.24, 1.08, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
56,  0,  0.917,  0.98,  1, 0.04, 0.61, 2.01, 0.00, 0.00, 0.00, 0.03, 0.17, 0.19, 0.54, 0.32, 0.00, 0.00, 0.00, 1.21, 1.10, 0.03, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
57,  0,  0.933,  0.98,  1, 0.03, 0.47, 2.09, 0.00, 0.00, 0.00, 0.06, 0.15, 0.13, 0.46, 0.27, 0.00, 0.00, 0.00, 1.17, 1.14, 0.10, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
58,  0,  0.950,  0.98,  1, 0.00, 0.42, 2.25, 0.00, 0.00, 0.00, 0.08, 0.12, 0.07, 0.44, 0.17, 0.00, 0.00, 0.00, 1.05, 1.19, 0.10, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
59,  0,  0.967,  0.98,  1, 0.00, 0.60, 2.33, 0.00, 0.00, 0.00, 0.08, 0.07, 0.04, 0.44, 0.09, 0.00, 0.00, 0.00, 1.03, 1.10, 0.07, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
60,  0,  0.983,  0.98,  1, 0.05, 0.56, 2.25, 0.11, 0.00, 0.01, 0.11, 0.02, 0.01, 0.51, 0.00, 0.00, 0.00, 0.00, 0.92, 1.13, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
61,  0,  1.000,  0.98,  1, 0.14, 0.52, 2.14, 0.29, 0.00, 0.03, 0.16, 0.01, 0.03, 0.53, 0.03, 0.00, 0.00, 0.00, 0.87, 1.19, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
62,  0,  1.017,  0.98,  1, 0.24, 0.31, 1.99, 0.29, 0.00, 0.03, 0.17, 0.01, 0.07, 0.53, 0.03, 0.00, 0.00, 0.00, 0.86, 1.24, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
63,  0,  1.033,  0.98,  1, 0.30, 0.28, 1.99, 0.18, 0.00, 0.01, 0.16, 0.04, 0.10, 0.48, 0.03, 0.00, 0.00, 0.00, 0.89, 1.25, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
64,  0,  1.050,  0.98,  1, 0.35, 0.38, 1.92, 0.04, 0.00, 0.15, 0.12, 0.04, 0.13, 0.49, 0.02, 0.00, 0.00, 0.00, 0.96, 1.19, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
65,  0,  1.067,  0.98,  1, 0.34, 0.64, 1.96, 0.04, 0.00, 0.22, 0.22, 0.03, 0.15, 0.64, 0.02, 0.01, 0.00, 0.00, 1.03, 1.36, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
66,  0,  1.083,  0.98,  1, 0.32, 0.90, 2.03, 0.04, 0.00, 0.27, 0.31, 0.01, 0.14, 0.76, 0.02, 0.02, 0.00, 0.00, 1.02, 1.44, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00
67,  0,  1.100,  0.98,  1, 0.28, 0.90, 2.10, 0.00, 0.00, 0.22, 0.36, 0.01, 0.12, 0.85, 0.00, 0.03, 0.00, 0.00, 0.96, 1.44, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00
68,  0,  1.117,  0.98,  1, 0.25, 0.75, 2.17, 0.00, 0.00, 0.28, 0.24, 0.00, 0.06, 0.85, 0.01, 0.04, 0.00, 0.00, 0.87, 1.25, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00
69,  0,  1.133,  0.98,  1, 0.22, 0.66, 2.19, 0.00, 0.00, 0.30, 0.11, 0.00, 0.04, 0.83, 0.03, 0.02, 0.00, 0.00, 0.85, 1.17, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00
70,  0,  1.150,  0.98,  1, 0.11, 0.61, 2.17, 0.00, 0.00, 0.28, 0.05, 0.06, 0.03, 0.86, 0.03, 0.05, 0.00, 0.00, 0.90, 1.18, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00
