,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,6167,6185.0,25007,25025.0,0
1,discussion_phase_0,44297,44315.0,53298,53316.0,0
2,reschu_run_0,54697,54715.0,63695,63713.0,0
3,reschu_run_1,68335,68353.0,77335,77353.0,0
4,reschu_run_2,80537,80555.0,89538,89556.0,0
5,reschu_run_3,92412,92430.0,101412,101430.0,0
6,discussion_phase_1,103255,103273.0,112254,112272.0,0
7,reschu_run_4,113568,113586.0,122568,122586.0,0
8,reschu_run_5,125306,125324.0,134305,134323.0,0
9,reschu_run_6,137008,137026.0,146008,146026.0,0
10,reschu_run_7,149136,1484.0,158134,10482.0,1
