,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,6554,6602.0,25394,25442.0,0
1,discussion_phase_0,42702,42750.0,49831,49879.0,0
2,reschu_run_0,50581,50629.0,59581,59629.0,0
3,reschu_run_1,64328,64376.0,73327,73375.0,0
4,reschu_run_2,77184,77232.0,86184,86232.0,0
5,reschu_run_3,88617,88665.0,97617,97665.0,0
6,discussion_phase_1,99529,99577.0,106561,106609.0,0
7,reschu_run_4,107185,107233.0,116186,116234.0,0
8,reschu_run_5,118266,118314.0,127266,127314.0,0
9,reschu_run_6,129696,129744.0,138696,138744.0,0
10,reschu_run_7,142263,1022.0,151263,10022.0,1
