frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.93,  1, 0.00, 0.00, 2.42, 0.39, 0.00, 0.00, 0.00, 0.00, 0.01, 0.09, 0.00, 0.74, 0.00, 1.42, 0.00, 1.32, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
2,  0,  0.017,  0.93,  1, 0.01, 0.00, 2.37, 0.26, 0.00, 0.25, 0.00, 0.00, 0.00, 0.03, 0.00, 0.66, 0.00, 1.45, 0.00, 1.56, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
3,  0,  0.033,  0.93,  1, 0.02, 0.00, 2.31, 0.28, 0.00, 0.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.59, 0.00, 1.42, 0.00, 1.60, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00
4,  0,  0.050,  0.93,  1, 0.04, 0.00, 2.35, 0.40, 0.00, 0.47, 0.00, 0.00, 0.00, 0.00, 0.00, 0.63, 0.00, 1.36, 0.00, 1.28, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00
5,  0,  0.067,  0.93,  1, 0.04, 0.00, 2.33, 0.48, 0.00, 0.52, 0.00, 0.00, 0.00, 0.00, 0.00, 0.69, 0.00, 1.34, 0.00, 1.12, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00
6,  0,  0.083,  0.93,  1, 0.09, 0.00, 2.42, 0.49, 0.00, 0.53, 0.00, 0.00, 0.00, 0.00, 0.00, 0.76, 0.00, 1.28, 0.00, 0.87, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00
7,  0,  0.100,  0.93,  1, 0.15, 0.00, 2.40, 0.48, 0.00, 0.53, 0.00, 0.00, 0.00, 0.00, 0.00, 0.79, 0.00, 1.15, 0.00, 0.66, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00
8,  0,  0.117,  0.88,  1, 0.23, 0.00, 2.46, 0.45, 0.00, 0.56, 0.00, 0.00, 0.00, 0.00, 0.02, 0.85, 0.00, 1.00, 0.00, 0.44, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00
9,  0,  0.133,  0.88,  1, 0.19, 0.00, 2.51, 0.34, 0.00, 0.57, 0.00, 0.00, 0.00, 0.00, 0.02, 0.86, 0.00, 0.90, 0.00, 0.27, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00
10,  0,  0.150,  0.88,  1, 0.15, 0.00, 2.58, 0.27, 0.00, 0.55, 0.00, 0.00, 0.00, 0.00, 0.02, 0.78, 0.00, 0.84, 0.00, 0.24, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00
11,  0,  0.167,  0.88,  1, 0.16, 0.03, 2.70, 0.18, 0.00, 0.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0.74, 0.00, 0.84, 0.00, 0.18, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00
12,  0,  0.183,  0.88,  1, 0.15, 0.03, 2.68, 0.18, 0.00, 0.65, 0.02, 0.00, 0.00, 0.00, 0.00, 0.80, 0.00, 0.84, 0.00, 0.25, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00
13,  0,  0.200,  0.88,  1, 0.11, 0.03, 2.67, 0.15, 0.00, 0.69, 0.04, 0.00, 0.00, 0.00, 0.00, 0.93, 0.00, 0.85, 0.00, 0.30, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00
