,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,5508,5603.0,24349,24444.0,0
1,discussion_phase_0,42844,42939.0,48898,48993.0,0
2,reschu_run_0,49921,50016.0,58921,59016.0,0
3,reschu_run_1,62573,62668.0,71573,71668.0,0
4,reschu_run_2,73969,74064.0,82969,83064.0,0
5,reschu_run_3,85103,85198.0,94104,94199.0,0
6,discussion_phase_1,96028,96123.0,102117,102212.0,0
7,reschu_run_4,102994,103089.0,111994,112089.0,0
8,reschu_run_5,114227,114322.0,123227,123322.0,0
9,reschu_run_6,125192,125287.0,134193,134288.0,0
10,reschu_run_7,136188,136283.0,145189,145284.0,0
