,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,4004,4889.0,22840,23725.0,0
1,discussion_phase_0,43566,44451.0,52566,53451.0,0
2,reschu_run_0,58540,1569.0,67539,10568.0,1
3,reschu_run_1,72304,15333.0,81301,24330.0,1
4,reschu_run_2,85624,28653.0,94621,37650.0,1
5,discussion_phase_1,96678,39707.0,105674,48703.0,1
6,reschu_run_3,107075,50104.0,116070,59099.0,1
7,reschu_run_4,119642,62671.0,128641,71670.0,1
8,reschu_run_5,131293,74322.0,140290,83319.0,1
9,reschu_run_6,143418,86447.0,152418,95447.0,1
