,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,19857,19923.0,57537,57603.0,0
1,discussion_phase_0,97157,97223.0,115149,115215.0,0
2,reschu_run_0,117743,117809.0,135734,135800.0,0
3,reschu_run_1,145468,145534.0,163461,163527.0,0
4,reschu_run_2,168962,169028.0,186956,187022.0,0
5,reschu_run_3,194583,194649.0,212575,212641.0,0
6,discussion_phase_1,216442,216508.0,234433,234499.0,0
7,reschu_run_4,236280,236346.0,254271,254337.0,0
8,reschu_run_5,265696,265762.0,283690,283756.0,0
9,reschu_run_6,290049,290115.0,308041,308107.0,0
10,reschu_run_7,313706,313772.0,331697,331763.0,0
