,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,6441,6497.0,25281,25337.0,0
1,discussion_phase_0,45953,46009.0,52279,52335.0,0
2,reschu_run_0,52821,52877.0,58113,58169.0,0
3,reschu_run_1,66994,977.0,75994,9977.0,2
4,reschu_run_2,79561,13544.0,88561,22544.0,2
5,reschu_run_3,92549,26532.0,101549,35532.0,2
6,discussion_phase_1,103707,37690.0,111658,45641.0,2
7,reschu_run_4,112337,46320.0,121337,55320.0,2
8,reschu_run_5,124081,58064.0,133081,67064.0,2
9,reschu_run_6,135814,69797.0,144814,78797.0,2
10,reschu_run_7,146908,80891.0,155908,89891.0,2
