frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.43, 0.44, 0.13, 0.35, -0.66, -1.19, 0.49, -0.05, 0.41, 0.20, 0.17, 0.47, 0.31, 0.54, 0.54, 0.51, 0.66, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
2, 0, 0.033, 0.98, 1, 0.31, -0.23, 0.38, -0.36, -0.41, -0.66, 0.65, -0.55, 0.76, 0.56, -0.13, 0.28, 0.13, 0.31, 0.44, 0.38, 0.74, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
3, 0, 0.067, 0.98, 1, 0.38, -0.08, 0.55, 0.06, -0.49, -0.69, 0.82, -0.26, 0.76, 0.14, 0.47, 0.38, 0.35, 0.50, 0.04, 0.31, -0.01, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
4, 0, 0.100, 0.98, 1, 0.58, -0.28, 0.67, -0.03, -0.28, -0.48, 0.97, -0.29, 0.68, 0.12, 0.36, 0.50, 0.38, 0.41, -0.01, 0.34, -0.01, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5, 0, 0.133, 0.98, 1, 0.77, 0.36, 0.88, 0.41, -0.24, -0.17, 0.65, -0.31, 0.68, 0.16, 0.09, 0.44, 0.47, 0.44, 0.37, 0.54, 0.30, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
6, 0, 0.167, 0.98, 1, 0.93, 0.55, 0.88, 0.55, -0.32, -0.03, 0.36, -0.45, 0.77, 0.02, -0.06, 0.64, 0.76, 0.32, 0.38, 0.28, 0.35, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
7, 0, 0.200, 0.98, 1, 0.74, 0.10, 1.00, 0.09, -0.38, 0.07, 0.44, -0.28, 0.65, -0.05, 0.18, 0.83, 0.82, 0.43, 0.35, 0.32, 0.14, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8, 0, 0.233, 0.98, 1, 0.67, -0.14, 1.06, -0.02, -0.28, 0.06, 0.46, -0.38, 0.71, 0.03, 0.26, 1.00, 0.89, 0.51, 0.06, 0.14, 0.31, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
9, 0, 0.267, 0.98, 1, 0.58, -0.02, 1.04, 0.03, -0.20, -0.18, 0.45, -0.32, 0.65, 0.29, 0.09, 0.68, 0.74, 0.50, 0.40, 0.43, 0.46, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
10, 0, 0.300, 0.98, 1, 0.78, 0.46, 1.13, 0.28, -0.30, -0.09, 0.48, -0.18, 0.67, 0.14, 0.15, 0.72, 0.86, 0.45, 0.49, 0.32, 0.63, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11, 0, 0.333, 0.98, 1, 0.70, 0.58, 1.09, 0.09, -0.28, -0.14, 0.47, -0.27, 0.66, 0.09, 0.18, 0.71, 0.63, 0.51, 0.64, 0.22, 0.59, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
12, 0, 0.367, 0.98, 1, 0.78, 0.71, 1.13, 0.11, -0.16, 0.14, 0.48, -0.22, 0.72, 0.22, 0.26, 0.75, 0.59, 0.46, 0.68, 0.15, 0.42, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
13, 0, 0.400, 0.98, 1, 0.55, 1.06, 1.19, 0.27, -0.31, -0.20, 0.31, -0.25, 0.71, 0.37, 0.04, 0.47, 0.46, 0.54, 0.68, 0.17, 1.02, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14, 0, 0.433, 0.98, 1, 0.51, 0.98, 1.06, -0.04, -0.33, -0.13, 0.39, -0.34, 0.67, 0.16, 0.09, 0.41, 0.42, 0.50, 0.70, 0.21, 1.02, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15, 0, 0.467, 0.98, 1, 0.56, 0.77, 0.74, -0.40, -0.34, -0.50, 0.34, -0.65, 0.61, 0.26, 0.26, 0.61, 0.34, 0.67, 0.86, 0.12, 0.45, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
16, 0, 0.500, 0.98, 1, 0.67, 0.92, 0.96, -0.35, -0.31, -0.51, 0.35, -0.50, 0.76, 0.44, 0.14, 0.53, 0.41, 0.66, 0.82, 0.03, 0.20, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
