,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,4614,4652.0,23453,23491.0,0
1,discussion_phase_0,38433,38471.0,44440,44478.0,0
2,reschu_run_0,45356,45394.0,54355,54393.0,0
3,reschu_run_1,57300,743.0,66300,9743.0,1
4,reschu_run_2,68732,12175.0,77732,21175.0,1
5,reschu_run_3,79959,23402.0,88959,32402.0,1
6,discussion_phase_1,90102,33545.0,96099,39542.0,1
7,reschu_run_4,96926,40369.0,105926,49369.0,1
8,reschu_run_5,108039,51482.0,117039,60482.0,1
9,reschu_run_6,118719,62162.0,127719,71162.0,1
10,reschu_run_7,129519,72962.0,138519,81962.0,1
