,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,6082,6233.0,24922,25073.0,0
1,discussion_phase_0,45114,45265.0,50982,51133.0,0
2,reschu_run_0,52098,52249.0,61098,61249.0,0
3,reschu_run_1,65356,65507.0,74357,74508.0,0
4,reschu_run_2,76603,76754.0,85603,85754.0,0
5,reschu_run_3,87681,87832.0,96680,96831.0,0
6,discussion_phase_1,98117,98268.0,103897,104048.0,0
7,reschu_run_4,104736,104887.0,113736,113887.0,0
8,reschu_run_5,115642,115793.0,124642,124793.0,0
9,reschu_run_6,126521,126672.0,135521,135672.0,0
10,reschu_run_7,138144,138295.0,147144,147295.0,0
