,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,8948,9823.0,46629,47504.0,0
1,discussion_phase_0,95187,96062.0,113181,114056.0,0
2,reschu_run_0,117464,118339.0,135457,136332.0,0
3,reschu_run_1,150282,151157.0,168271,169146.0,0
4,reschu_run_2,174740,175615.0,192732,193607.0,0
5,reschu_run_3,198248,199123.0,216240,217115.0,0
6,discussion_phase_1,220684,221559.0,238674,239549.0,0
7,reschu_run_4,240407,241282.0,258399,259274.0,0
8,reschu_run_5,262420,263295.0,280412,281287.0,0
9,reschu_run_6,286955,287830.0,304945,305820.0,0
