,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,10203,8359.0,29042,27198.0,1
1,discussion_phase_0,48544,46700.0,57542,55698.0,1
2,reschu_run_0,58872,57028.0,67870,66026.0,1
3,reschu_run_1,74786,72942.0,83783,81939.0,1
4,reschu_run_2,87568,85724.0,96567,94723.0,1
5,reschu_run_3,101756,99912.0,110756,108912.0,1
6,discussion_phase_1,113469,111625.0,122469,120625.0,1
7,reschu_run_4,123932,122088.0,132930,131086.0,1
8,reschu_run_5,136022,134178.0,145021,143177.0,1
9,reschu_run_6,148569,146725.0,157569,155725.0,1
10,reschu_run_7,162366,2052.0,171362,11048.0,2
