,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,8393,8507.0,27234,27348.0,0
1,discussion_phase_0,46056,46170.0,52850,52964.0,0
2,reschu_run_0,53586,53700.0,62586,62700.0,0
3,reschu_run_1,66441,66555.0,75441,75555.0,0
4,reschu_run_2,77950,78064.0,86951,87065.0,0
5,reschu_run_3,90137,90251.0,99138,99252.0,0
6,discussion_phase_1,100738,100852.0,107524,107638.0,0
7,reschu_run_4,108258,108372.0,117258,117372.0,0
8,reschu_run_5,119654,119768.0,128654,128768.0,0
9,reschu_run_6,130587,130701.0,139587,139701.0,0
10,reschu_run_7,141367,141481.0,150367,150481.0,0
