frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
11,  0,  0.167,  0.98,  1, 0.02, 0.00, 2.92, 0.00, 1.22, 0.94, 0.34, 0.03, 1.55, 0.87, 0.11, 0.43, 0.10, 0.22, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
12,  0,  0.183,  0.98,  1, 0.02, 0.00, 2.93, 0.00, 1.24, 0.93, 0.38, 0.09, 1.59, 0.87, 0.07, 0.34, 0.06, 0.16, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
13,  0,  0.200,  0.98,  1, 0.00, 0.00, 2.91, 0.00, 1.24, 0.91, 0.41, 0.17, 1.63, 0.90, 0.06, 0.25, 0.00, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
14,  0,  0.217,  0.98,  1, 0.00, 0.00, 2.83, 0.00, 1.34, 0.74, 0.29, 0.31, 1.76, 0.93, 0.01, 0.28, 0.00, 0.07, 0.02, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
15,  0,  0.233,  0.98,  1, 0.00, 0.00, 2.74, 0.00, 1.44, 0.50, 0.19, 0.37, 1.90, 0.97, 0.01, 0.34, 0.00, 0.08, 0.03, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
16,  0,  0.250,  0.98,  1, 0.00, 0.00, 2.62, 0.00, 1.56, 0.45, 0.09, 0.31, 2.08, 1.00, 0.00, 0.29, 0.00, 0.13, 0.23, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
17,  0,  0.267,  0.98,  1, 0.00, 0.00, 2.58, 0.00, 1.57, 0.62, 0.11, 0.21, 2.11, 1.06, 0.00, 0.14, 0.00, 0.11, 0.42, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
18,  0,  0.283,  0.98,  1, 0.00, 0.00, 2.52, 0.00, 1.59, 0.80, 0.12, 0.12, 2.15, 1.08, 0.00, 0.00, 0.00, 0.10, 0.61, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
19,  0,  0.300,  0.98,  1, 0.00, 0.00, 2.59, 0.00, 1.60, 0.88, 0.07, 0.18, 2.18, 1.15, 0.00, 0.04, 0.00, 0.05, 0.74, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
20,  0,  0.317,  0.98,  1, 0.00, 0.00, 2.68, 0.00, 1.64, 1.00, 0.04, 0.25, 2.21, 1.16, 0.00, 0.09, 0.00, 0.02, 0.85, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
21,  0,  0.333,  0.98,  1, 0.00, 0.00, 2.75, 0.00, 1.65, 1.14, 0.00, 0.28, 2.22, 1.17, 0.00, 0.16, 0.00, 0.00, 0.98, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
22,  0,  0.350,  0.98,  1, 0.00, 0.00, 2.72, 0.00, 1.65, 1.17, 0.00, 0.35, 2.25, 1.23, 0.00, 0.12, 0.00, 0.00, 0.93, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
23,  0,  0.367,  0.98,  1, 0.00, 0.00, 2.67, 0.00, 1.61, 1.20, 0.00, 0.40, 2.27, 1.31, 0.00, 0.07, 0.02, 0.00, 0.89, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
24,  0,  0.383,  0.98,  1, 0.00, 0.00, 2.62, 0.00, 1.62, 1.22, 0.00, 0.53, 2.35, 1.37, 0.00, 0.01, 0.02, 0.00, 0.82, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
25,  0,  0.400,  0.98,  1, 0.00, 0.00, 2.58, 0.00, 1.63, 1.26, 0.00, 0.59, 2.38, 1.35, 0.00, 0.01, 0.02, 0.00, 0.84, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
26,  0,  0.417,  0.98,  1, 0.00, 0.00, 2.54, 0.00, 1.66, 1.19, 0.00, 0.64, 2.41, 1.30, 0.00, 0.01, 0.00, 0.00, 0.84, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
27,  0,  0.433,  0.98,  1, 0.00, 0.00, 2.55, 0.00, 1.63, 1.18, 0.00, 0.70, 2.41, 1.30, 0.03, 0.00, 0.00, 0.00, 0.95, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
28,  0,  0.450,  0.98,  1, 0.00, 0.00, 2.59, 0.00, 1.63, 1.18, 0.00, 0.71, 2.33, 1.24, 0.09, 0.02, 0.00, 0.00, 1.03, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
29,  0,  0.467,  0.98,  1, 0.00, 0.00, 2.62, 0.00, 1.62, 1.20, 0.00, 0.77, 2.27, 1.16, 0.09, 0.02, 0.00, 0.00, 1.18, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
30,  0,  0.483,  0.98,  1, 0.00, 0.00, 2.63, 0.00, 1.64, 1.11, 0.00, 0.75, 2.20, 1.09, 0.06, 0.02, 0.00, 0.00, 1.24, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
31,  0,  0.500,  0.98,  1, 0.00, 0.00, 2.65, 0.00, 1.64, 1.02, 0.00, 0.74, 2.20, 1.02, 0.01, 0.02, 0.00, 0.00, 1.19, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
32,  0,  0.517,  0.98,  1, 0.00, 0.00, 2.66, 0.00, 1.65, 1.02, 0.00, 0.71, 2.20, 1.01, 0.01, 0.04, 0.00, 0.00, 1.07, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
33,  0,  0.533,  0.98,  1, 0.00, 0.00, 2.67, 0.00, 1.68, 1.08, 0.00, 0.70, 2.21, 0.98, 0.01, 0.07, 0.00, 0.00, 0.97, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
34,  0,  0.550,  0.98,  1, 0.03, 0.00, 2.67, 0.00, 1.64, 1.20, 0.00, 0.59, 2.11, 0.98, 0.01, 0.17, 0.00, 0.00, 0.74, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
35,  0,  0.567,  0.98,  1, 0.03, 0.00, 2.66, 0.00, 1.57, 1.22, 0.00, 0.46, 2.01, 0.97, 0.02, 0.27, 0.00, 0.00, 0.53, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
36,  0,  0.583,  0.98,  1, 0.04, 0.00, 2.58, 0.00, 1.42, 1.13, 0.10, 0.31, 1.82, 1.03, 0.10, 0.46, 0.00, 0.09, 0.21, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
37,  0,  0.600,  0.98,  1, 0.01, 0.06, 2.45, 0.00, 1.33, 0.96, 0.21, 0.28, 1.75, 1.12, 0.21, 0.56, 0.00, 0.17, 0.11, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
38,  0,  0.617,  0.98,  1, 0.01, 0.12, 2.36, 0.00, 1.25, 0.91, 0.34, 0.24, 1.66, 1.19, 0.31, 0.66, 0.00, 0.25, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
39,  0,  0.633,  0.98,  1, 0.09, 0.12, 2.42, 0.00, 1.25, 0.81, 0.31, 0.25, 1.65, 1.22, 0.38, 0.74, 0.06, 0.31, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
40,  0,  0.650,  0.98,  1, 0.09, 0.07, 2.49, 0.00, 1.28, 0.80, 0.30, 0.30, 1.60, 1.15, 0.30, 0.79, 0.17, 0.38, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
41,  0,  0.667,  0.98,  1, 0.08, 0.00, 2.53, 0.00, 1.33, 0.73, 0.28, 0.31, 1.57, 1.12, 0.23, 0.82, 0.26, 0.43, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
42,  0,  0.683,  0.98,  1, 0.00, 0.00, 2.59, 0.00, 1.36, 0.70, 0.27, 0.25, 1.54, 1.14, 0.19, 0.83, 0.25, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
43,  0,  0.700,  0.98,  1, 0.00, 0.00, 2.65, 0.00, 1.36, 0.64, 0.24, 0.19, 1.56, 1.23, 0.20, 0.89, 0.14, 0.35, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
44,  0,  0.717,  0.98,  1, 0.00, 0.00, 2.73, 0.00, 1.41, 0.62, 0.22, 0.19, 1.56, 1.36, 0.21, 0.99, 0.10, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
45,  0,  0.733,  0.98,  1, 0.00, 0.00, 2.70, 0.00, 1.50, 0.67, 0.25, 0.24, 1.58, 1.47, 0.15, 1.06, 0.09, 0.37, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
46,  0,  0.750,  0.98,  1, 0.00, 0.00, 2.71, 0.00, 1.60, 0.59, 0.28, 0.28, 1.61, 1.57, 0.13, 1.07, 0.13, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
47,  0,  0.767,  0.98,  1, 0.00, 0.00, 2.65, 0.02, 1.61, 0.45, 0.26, 0.40, 1.61, 1.51, 0.15, 1.26, 0.12, 0.38, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
48,  0,  0.783,  0.98,  1, 0.02, 0.00, 2.75, 0.02, 1.62, 0.37, 0.22, 0.54, 1.57, 1.42, 0.14, 1.36, 0.11, 0.37, 0.01, 0.00, 0.09, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
49,  0,  0.800,  0.98,  1, 0.02, 0.00, 2.92, 0.17, 1.61, 0.27, 0.15, 0.65, 1.54, 1.31, 0.12, 1.54, 0.08, 0.48, 0.01, 0.00, 0.36, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
50,  0,  0.817,  0.98,  1, 0.02, 0.00, 3.10, 0.35, 1.62, 0.19, 0.14, 0.66, 1.50, 1.29, 0.04, 1.48, 0.05, 0.55, 0.01, 0.00, 0.60, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
51,  0,  0.833,  0.98,  1, 0.00, 0.00, 3.14, 0.49, 1.60, 0.12, 0.11, 0.65, 1.50, 1.25, 0.00, 1.52, 0.04, 0.64, 0.00, 0.00, 0.69, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
52,  0,  0.850,  0.98,  1, 0.04, 0.00, 2.97, 0.49, 1.58, 0.32, 0.11, 0.76, 1.50, 1.34, 0.03, 1.54, 0.14, 0.67, 0.02, 0.07, 0.63, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
53,  0,  0.867,  0.98,  1, 0.04, 0.00, 2.86, 0.47, 1.57, 0.60, 0.09, 0.90, 1.51, 1.39, 0.03, 1.57, 0.27, 0.74, 0.03, 0.15, 0.57, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
54,  0,  0.883,  0.98,  1, 0.05, 0.00, 2.70, 0.48, 1.55, 0.84, 0.10, 1.03, 1.50, 1.44, 0.03, 1.60, 0.36, 0.82, 0.07, 0.23, 0.58, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
55,  0,  0.900,  0.98,  1, 0.02, 0.00, 2.79, 0.47, 1.52, 0.86, 0.08, 1.07, 1.47, 1.33, 0.02, 1.48, 0.35, 0.82, 0.12, 0.37, 0.42, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
56,  0,  0.917,  0.98,  1, 0.06, 0.00, 2.73, 0.42, 1.51, 0.71, 0.05, 1.11, 1.66, 1.19, 0.02, 1.33, 0.30, 0.65, 0.74, 0.57, 0.31, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
57,  0,  0.933,  0.98,  1, 0.12, 0.00, 2.75, 0.44, 1.52, 0.65, 0.02, 1.16, 1.84, 0.98, 0.02, 1.16, 0.22, 0.49, 1.36, 0.73, 0.23, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
58,  0,  0.950,  0.98,  1, 0.20, 0.00, 2.65, 0.43, 1.54, 0.62, 0.00, 1.20, 2.02, 0.87, 0.00, 1.08, 0.20, 0.37, 1.95, 0.79, 0.28, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
59,  0,  0.967,  0.98,  1, 0.19, 0.00, 2.67, 0.36, 1.56, 0.63, 0.00, 1.21, 2.08, 0.99, 0.00, 0.74, 0.20, 0.27, 2.03, 0.72, 0.26, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
60,  0,  0.983,  0.98,  1, 0.12, 0.00, 2.68, 0.19, 1.57, 0.62, 0.00, 1.18, 2.18, 1.19, 0.00, 0.39, 0.23, 0.14, 2.09, 0.75, 0.30, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
61,  0,  1.000,  0.98,  1, 0.03, 0.00, 2.75, 0.05, 1.67, 0.63, 0.00, 1.06, 2.33, 1.33, 0.00, 0.03, 0.20, 0.03, 2.30, 0.84, 0.28, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
62,  0,  1.017,  0.98,  1, 0.00, 0.00, 2.86, 0.00, 1.74, 0.73, 0.00, 0.98, 2.41, 1.36, 0.00, 0.00, 0.19, 0.05, 2.42, 0.97, 0.32, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
63,  0,  1.033,  0.98,  1, 0.00, 0.00, 2.92, 0.00, 1.81, 0.76, 0.00, 0.92, 2.47, 1.37, 0.00, 0.00, 0.18, 0.09, 2.56, 1.05, 0.26, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
64,  0,  1.050,  0.98,  1, 0.00, 0.00, 2.92, 0.05, 1.89, 0.86, 0.00, 1.01, 2.50, 1.42, 0.00, 0.00, 0.16, 0.15, 2.51, 0.93, 0.20, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
65,  0,  1.067,  0.98,  1, 0.00, 0.00, 2.87, 0.13, 1.95, 0.94, 0.00, 1.06, 2.54, 1.43, 0.00, 0.00, 0.10, 0.22, 2.47, 0.88, 0.18, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
66,  0,  1.083,  0.98,  1, 0.00, 0.00, 2.83, 0.24, 2.01, 1.16, 0.00, 1.08, 2.60, 1.43, 0.00, 0.00, 0.05, 0.26, 2.37, 0.77, 0.13, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
67,  0,  1.100,  0.98,  1, 0.00, 0.00, 2.87, 0.20, 2.04, 1.25, 0.00, 1.06, 2.67, 1.34, 0.00, 0.00, 0.02, 0.22, 2.43, 0.79, 0.11, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
68,  0,  1.117,  0.98,  1, 0.00, 0.00, 2.90, 0.12, 2.11, 1.32, 0.00, 1.02, 2.72, 1.25, 0.00, 0.00, 0.02, 0.20, 2.47, 0.75, 0.05, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
69,  0,  1.133,  0.98,  1, 0.00, 0.00, 3.01, 0.01, 2.16, 1.34, 0.02, 1.00, 2.77, 1.21, 0.00, 0.00, 0.00, 0.16, 2.42, 0.66, 0.05, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
70,  0,  1.150,  0.98,  1, 0.00, 0.00, 3.08, 0.00, 2.16, 1.37, 0.03, 0.96, 2.78, 1.21, 0.00, 0.00, 0.00, 0.16, 2.33, 0.53, 0.13, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
