,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,discussion_phase_0,39465,41033.0,48249,49817.0,0
1,reschu_run_0,49345,50913.0,58066,59634.0,0
2,reschu_run_1,62408,63976.0,71159,72727.0,0
3,reschu_run_2,77735,79303.0,86492,88060.0,0
4,reschu_run_3,90894,92462.0,99632,101200.0,0
5,discussion_phase_1,103850,105418.0,112595,114163.0,0
6,reschu_run_4,113477,115045.0,122195,123763.0,0
7,reschu_run_5,124907,126475.0,133618,135186.0,0
8,reschu_run_6,136018,137586.0,144735,146303.0,0
9,reschu_run_7,147130,148698.0,155802,157370.0,0
