,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,6134,6150.0,24973,24989.0,0
1,discussion_phase_0,48406,48422.0,55167,55183.0,0
2,reschu_run_0,55954,55970.0,62189,62205.0,0
3,reschu_run_1,71410,1770.0,80410,10770.0,1
4,reschu_run_2,84351,14711.0,93351,23711.0,1
5,reschu_run_3,96457,26817.0,105458,35818.0,1
6,discussion_phase_1,107664,38024.0,115422,45782.0,1
7,reschu_run_4,123220,1199.0,132220,10199.0,2
8,reschu_run_5,134938,12917.0,143937,21916.0,2
9,reschu_run_6,146208,24187.0,155209,33188.0,2
10,reschu_run_7,157613,35592.0,166613,44592.0,2
