frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.20, 0.00, 0.00, 0.40, 0.10, 0.00, 1.28, 0.88, 0.00, 0.00, 0.00, 0.00, 1.52, 0.42, 1.73, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00
2,  0,  0.017,  0.98,  1, 0.05, 0.00, 0.15, 0.00, 0.12, 0.35, 0.07, 0.00, 1.43, 0.83, 0.00, 0.00, 0.15, 0.00, 1.68, 0.53, 2.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
3,  0,  0.033,  0.98,  1, 0.07, 0.00, 0.14, 0.00, 0.20, 0.32, 0.07, 0.00, 1.50, 0.78, 0.00, 0.00, 0.25, 0.00, 1.76, 0.56, 2.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
4,  0,  0.050,  0.98,  1, 0.10, 0.00, 0.12, 0.00, 0.20, 0.32, 0.10, 0.00, 1.44, 0.90, 0.00, 0.00, 0.18, 0.00, 1.56, 0.47, 2.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
5,  0,  0.067,  0.98,  1, 0.11, 0.00, 0.12, 0.00, 0.17, 0.32, 0.16, 0.00, 1.40, 1.07, 0.00, 0.00, 0.12, 0.00, 1.33, 0.42, 2.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
6,  0,  0.083,  0.98,  1, 0.09, 0.00, 0.06, 0.00, 0.10, 0.34, 0.18, 0.00, 1.37, 1.11, 0.00, 0.04, 0.18, 0.00, 1.07, 0.34, 1.90, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
7,  0,  0.100,  0.98,  1, 0.04, 0.00, 0.03, 0.00, 0.08, 0.33, 0.19, 0.00, 1.40, 1.02, 0.00, 0.11, 0.36, 0.00, 0.99, 0.30, 1.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
8,  0,  0.117,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.06, 0.32, 0.18, 0.00, 1.42, 0.91, 0.00, 0.19, 0.51, 0.00, 0.92, 0.22, 1.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
9,  0,  0.133,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.10, 0.35, 0.26, 0.00, 1.44, 0.91, 0.00, 0.18, 0.58, 0.00, 0.91, 0.21, 1.78, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
10,  0,  0.150,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.13, 0.39, 0.33, 0.00, 1.45, 0.92, 0.00, 0.13, 0.60, 0.00, 0.95, 0.22, 1.86, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
11,  0,  0.167,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.17, 0.41, 0.40, 0.00, 1.47, 0.95, 0.00, 0.08, 0.66, 0.00, 0.98, 0.26, 1.90, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
12,  0,  0.183,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.12, 0.29, 0.41, 0.00, 1.49, 1.13, 0.00, 0.10, 0.62, 0.00, 1.04, 0.30, 1.72, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
13,  0,  0.200,  0.98,  1, 0.01, 0.00, 0.04, 0.00, 0.07, 0.30, 0.39, 0.00, 1.45, 1.19, 0.00, 0.16, 0.55, 0.00, 1.08, 0.29, 1.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
14,  0,  0.217,  0.98,  1, 0.01, 0.00, 0.08, 0.00, 0.02, 0.17, 0.33, 0.00, 1.45, 1.27, 0.00, 0.19, 0.43, 0.00, 0.99, 0.18, 1.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
15,  0,  0.233,  0.98,  1, 0.01, 0.00, 0.16, 0.00, 0.04, 0.14, 0.24, 0.00, 1.46, 1.24, 0.00, 0.20, 0.39, 0.00, 0.82, 0.07, 1.77, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
16,  0,  0.250,  0.98,  1, 0.00, 0.00, 0.18, 0.00, 0.07, 0.00, 0.22, 0.00, 1.51, 1.31, 0.00, 0.18, 0.40, 0.00, 0.70, 0.02, 1.89, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
17,  0,  0.267,  0.98,  1, 0.00, 0.00, 0.16, 0.00, 0.08, 0.00, 0.18, 0.00, 1.51, 1.28, 0.05, 0.25, 0.38, 0.00, 0.74, 0.03, 1.89, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
18,  0,  0.283,  0.98,  1, 0.00, 0.00, 0.12, 0.00, 0.07, 0.04, 0.15, 0.00, 1.49, 1.18, 0.13, 0.32, 0.33, 0.00, 0.82, 0.08, 1.92, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
19,  0,  0.300,  0.98,  1, 0.00, 0.00, 0.13, 0.00, 0.09, 0.22, 0.07, 0.00, 1.46, 1.14, 0.13, 0.31, 0.23, 0.00, 0.86, 0.06, 1.92, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
20,  0,  0.317,  0.98,  1, 0.00, 0.00, 0.17, 0.00, 0.11, 0.44, 0.03, 0.00, 1.45, 1.17, 0.08, 0.20, 0.24, 0.00, 0.86, 0.11, 1.96, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
21,  0,  0.333,  0.98,  1, 0.00, 0.00, 0.19, 0.00, 0.14, 0.62, 0.00, 0.00, 1.44, 1.22, 0.00, 0.09, 0.22, 0.00, 0.83, 0.10, 1.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
22,  0,  0.350,  0.98,  1, 0.00, 0.00, 0.21, 0.00, 0.14, 0.62, 0.00, 0.00, 1.42, 1.16, 0.00, 0.05, 0.22, 0.00, 0.95, 0.14, 1.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
23,  0,  0.367,  0.98,  1, 0.00, 0.00, 0.20, 0.03, 0.14, 0.57, 0.00, 0.00, 1.39, 1.07, 0.00, 0.07, 0.21, 0.00, 1.04, 0.15, 2.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
24,  0,  0.383,  0.98,  1, 0.04, 0.00, 0.22, 0.03, 0.14, 0.36, 0.00, 0.00, 1.34, 0.96, 0.00, 0.05, 0.20, 0.00, 1.25, 0.11, 2.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
25,  0,  0.400,  0.98,  1, 0.04, 0.00, 0.20, 0.03, 0.09, 0.51, 0.04, 0.00, 1.29, 0.95, 0.00, 0.18, 0.19, 0.00, 1.12, 0.18, 1.90, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
26,  0,  0.417,  0.98,  1, 0.04, 0.00, 0.22, 0.00, 0.04, 0.52, 0.06, 0.00, 1.23, 1.03, 0.00, 0.32, 0.21, 0.00, 0.97, 0.13, 1.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
27,  0,  0.433,  0.98,  1, 0.00, 0.00, 0.21, 0.00, 0.00, 0.73, 0.07, 0.00, 1.20, 1.15, 0.00, 0.50, 0.23, 0.00, 0.71, 0.14, 1.74, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
