,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,5234,5277.0,24073,24116.0,0
1,discussion_phase_0,40202,40245.0,46081,46124.0,0
2,reschu_run_0,66934,18802.0,75934,27802.0,1
3,reschu_run_1,81051,1350.0,90050,10349.0,2
4,reschu_run_2,93332,13631.0,102332,22631.0,2
5,reschu_run_3,105420,25719.0,114421,34720.0,2
6,discussion_phase_1,116162,36461.0,124135,44434.0,2
7,reschu_run_4,124771,45070.0,133771,54070.0,2
8,reschu_run_5,135992,56291.0,144992,65291.0,2
9,reschu_run_6,147217,67516.0,156217,76516.0,2
10,reschu_run_7,160400,1131.0,169400,10131.0,3
