,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,6254,6267.0,25089,25102.0,0
1,discussion_phase_0,43141,43154.0,52135,52148.0,0
2,reschu_run_0,53220,53233.0,62220,62233.0,0
3,reschu_run_1,68274,68287.0,77271,77284.0,0
4,reschu_run_2,82224,82237.0,91222,91235.0,0
5,reschu_run_3,94414,94427.0,103411,103424.0,0
6,discussion_phase_1,105726,105739.0,114725,114738.0,0
7,reschu_run_4,115647,115660.0,124642,124655.0,0
8,reschu_run_5,127338,127351.0,136336,136349.0,0
9,reschu_run_6,139485,139498.0,148484,148497.0,0
10,reschu_run_7,153520,1331.0,162517,10328.0,1
