,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,4623,4678.0,23463,23518.0,0
1,discussion_phase_0,41668,41723.0,49664,49719.0,0
2,reschu_run_1,50743,50798.0,59743,59798.0,0
3,reschu_run_2,63694,63749.0,72695,72750.0,0
4,reschu_run_3,74851,74906.0,83851,83906.0,0
5,reschu_run_4,86504,86559.0,95505,95560.0,0
6,reschu_run_4,97152,97207.0,105136,105191.0,0
7,reschu_run_5,106082,106137.0,115081,115136.0,0
8,reschu_run_6,117613,117668.0,126613,126668.0,0
9,reschu_run_7,129207,129262.0,138207,138262.0,0
10,reschu_run_8,140716,140771.0,149716,149771.0,0
11,reschu_run_0,0,55.0,0,55.0,0
