,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,29033,30668.0,66714,68349.0,0
1,discussion_phase_0,107167,108802.0,125164,126799.0,0
2,reschu_run_0,127962,129597.0,145959,147594.0,0
3,reschu_run_1,153621,155256.0,171613,173248.0,0
4,reschu_run_2,177766,179401.0,195758,197393.0,0
5,reschu_run_3,201803,203438.0,219794,221429.0,0
6,discussion_phase_1,223640,225275.0,241631,243266.0,0
7,reschu_run_4,243592,245227.0,261583,263218.0,0
8,reschu_run_5,267274,268909.0,285267,286902.0,0
9,reschu_run_6,290634,292269.0,308627,310262.0,0
10,reschu_run_7,313714,315349.0,331704,333339.0,0
